target,feature,pearson_r,spearman_rho,p_value,fdr_q,fdr_significant,n
GrandMean_v,global_alpha,-0.006369105635279638,-0.02320895378628807,0.9316199551017572,0.9926326887993876,False,188
GrandMean_v,global_beta,-0.1185391867147162,-0.12714646221417425,0.1090137952645107,0.7374785546024007,False,188
GrandMean_v,IAF,-0.07590320958208716,-0.04372430030793556,0.30580560402373036,0.8386071463041382,False,188
GrandMean_v,temporal_alpha_asymmetry,-0.040020418122330356,-0.04877001020978212,0.5896246674630017,0.8936415407597438,False,188
GrandMean_v,frontal_aperiodic_offset,-0.000793282325959387,-0.019340794821906728,0.9914729505872224,0.9947330346025784,False,188
GrandMean_v,frontal_aperiodic_exponent,0.03291132665018682,0.035661035233380205,0.6573977588711197,0.9030918707724473,False,188
GrandMean_v,frontal_delta_peak_cf,-0.004404929949103386,-0.046217859810092826,0.9646023611290052,0.993832735708672,False,188
GrandMean_v,frontal_delta_peak_pw,0.03574756016902853,0.029136006294923227,0.6299814214806874,0.9016052232445638,False,188
GrandMean_v,frontal_delta_peak_bw,0.013221878909326521,0.09676712633204233,0.894024634064084,0.9747604327897159,False,188
GrandMean_v,frontal_theta_peak_pw,0.1450004704411854,0.16496767112976882,0.04954522076335637,0.5667986598780806,False,188
GrandMean_v,frontal_alpha_peak_cf,0.019812384545998648,0.033800784290021084,0.8117375194081451,0.9714626793436477,False,188
GrandMean_v,frontal_alpha_peak_pw,0.01805477914134571,-0.0006073539753603964,0.8078057117703636,0.9714626793436477,False,188
GrandMean_v,frontal_alpha_peak_bw,0.08560012050348131,-0.0059086203900293914,0.3025971568209361,0.8386071463041382,False,188
GrandMean_v,frontal_beta_peak_cf,-0.005139859850689577,-0.02880306913036311,0.956138839946469,0.9926326887993876,False,188
GrandMean_v,frontal_beta_peak_pw,-0.0723351089184392,-0.09010990039933217,0.32916685258406375,0.8386071463041382,False,188
GrandMean_v,frontal_beta_peak_bw,0.06711061619200676,0.08994590058295493,0.4721843488176479,0.8936415407597438,False,188
GrandMean_v,posterior_aperiodic_offset,0.08125650307545891,0.07639228679855907,0.2728513972371729,0.8386071463041382,False,188
GrandMean_v,posterior_aperiodic_exponent,0.1090821141614057,0.09508967270905973,0.1404869305824172,0.7960926066336974,False,188
GrandMean_v,posterior_delta_peak_pw,0.14566394016115952,0.15315429286606147,0.04850098743287809,0.5667986598780806,False,188
GrandMean_v,posterior_theta_peak_pw,0.09010969472836589,0.11613671270762582,0.22381206527147515,0.8386071463041382,False,188
GrandMean_v,posterior_alpha_peak_cf,0.034898946445543276,0.06262132610596692,0.6643462442456195,0.9033018697754527,False,188
GrandMean_v,posterior_alpha_peak_pw,0.012890734526848902,-0.021293083959653774,0.8621216569921029,0.9714626793436477,False,188
GrandMean_v,posterior_alpha_peak_bw,-0.005597166198410386,-0.02524203201458704,0.944534005330744,0.9926326887993876,False,188
GrandMean_v,posterior_beta_peak_cf,-0.016471083343501895,0.04576570326766713,0.8507406353641715,0.9714626793436477,False,188
GrandMean_v,posterior_beta_peak_pw,-0.03983186037517598,-0.04877176991203271,0.5913804313851245,0.8936415407597438,False,188
GrandMean_v,posterior_beta_peak_bw,-0.08268043635947715,-0.0485865273767866,0.3440782733631995,0.8386071463041382,False,188
GrandMean_v,central_aperiodic_offset,0.038984220854446305,0.03065053649515517,0.5993025333378604,0.8956609289444948,False,188
GrandMean_v,central_aperiodic_exponent,0.14470787284848352,0.1582805185798771,0.05001164645983065,0.5667986598780806,False,188
GrandMean_v,central_delta_peak_pw,-0.06270262156475878,-0.06948742078992177,0.3977893655609675,0.8725702212305094,False,188
GrandMean_v,central_theta_peak_pw,0.1319171391844587,0.1399550522139053,0.07425713363837327,0.6439930139452149,False,188
GrandMean_v,central_alpha_peak_cf,-0.09380872609820082,-0.07511198478940413,0.24563471315431365,0.8386071463041382,False,188
GrandMean_v,central_alpha_peak_pw,0.0449965380952027,0.030807150483663018,0.5441757833471546,0.8936415407597438,False,188
GrandMean_v,central_alpha_peak_bw,0.05773214201108211,0.029567206986561827,0.47551368902855135,0.8936415407597438,False,188
GrandMean_v,central_beta_peak_cf,-0.03651868123994653,-0.00514974690663667,0.6835588806276963,0.9114118408369284,False,188
GrandMean_v,central_beta_peak_pw,-0.061212836037865974,-0.04114501080015038,0.40911775654751276,0.8744106674844496,False,188
GrandMean_v,central_beta_peak_bw,0.08335803061182605,0.10310347403383592,0.351475053965705,0.8386071463041382,False,188
GrandMean_v,left_temporal_aperiodic_offset,0.04803506839547334,-0.004752364624068116,0.5173000457809885,0.8936415407597438,False,188
GrandMean_v,left_temporal_aperiodic_exponent,0.16565871782059435,0.1255591300495078,0.0246182248356807,0.521104810786436,False,188
GrandMean_v,left_temporal_delta_peak_cf,-0.13894057956510383,-0.029252135046691677,0.26214984365027116,0.8386071463041382,False,188
GrandMean_v,left_temporal_delta_peak_pw,0.05040523663751709,0.041114584849534876,0.496819515548142,0.8936415407597438,False,188
GrandMean_v,left_temporal_delta_peak_bw,-0.24246941280785173,-0.05495450329698972,0.04804652670608083,0.5667986598780806,False,188
GrandMean_v,left_temporal_theta_peak_pw,0.17534694251525967,0.11476133767275684,0.017275649584970187,0.4751714037963452,False,188
