"Subject","Detailed_Condition","Score","Trials","Lexical.ACC","Lexical.RT_mean","Lexical.RT_sd","Penalty","Reward","TestDuration","Load_Condition","Speed_Condition","Lexical.Correct_Trials","Lexical.Correct_RT_mean","Lexical.Correct_RT_sd","Lexical.Incorrect_Trials","Lexical.Incorrect_RT_mean","Lexical.Incorrect_RT_sd"
19001,"Load_Accuracy_Max",820,41,1,887.975609756098,340.085686835309,80,20,60,"Load","Accuracy_Max",41,887.975609756098,340.085686835309,0,NA,NA
19001,"Load_Accuracy_Mid",680,46,0.91304347826087,721.5,272.852727879182,40,20,60,"Load","Accuracy_Mid",42,735.857142857143,280.163764951211,4,570.75,104.030043737374
19001,"Load_Neutral",830,45.5,0.956280193236715,726.424637681159,244.702107790458,20,20,60,"Load","Neutral",87,723.436781609195,247.22937758893,4,788.5,164.921193301528
19001,"Load_Speed_Max",845,46,0.934782608695652,704.108695652174,271.234726411634,5,20,60,"Load","Speed_Max",43,696.488372093023,264.509462617037,3,813.333333333333,408.500101999171
19001,"Load_Speed_Mid",780,42,0.952380952380952,853.119047619048,269.645856487768,10,20,60,"Load","Speed_Mid",40,861.35,273.703709351592,2,688.5,50.2045814642449
19001,"NoLoad_Accuracy_Max",880,54,0.962962962962963,551.740740740741,110.950810992161,80,20,60,"NoLoad","Accuracy_Max",52,553.557692307692,112.530155167498,2,504.5,44.5477272147525
19001,"NoLoad_Accuracy_Mid",860,55,0.927272727272727,552.236363636364,136.292708377603,40,20,60,"NoLoad","Accuracy_Mid",51,557.56862745098,140.030318845879,4,484.25,30.1371863318393
19001,"NoLoad_Neutral",870,53.5,0.906468531468531,566.392132867133,153.87277573611,20,20,60,"NoLoad","Neutral",97,559.103092783505,141.81182400574,10,628.3,277.945258399323
19001,"NoLoad_Speed_Max",1045,56,0.946428571428571,525.785714285714,112.150501848788,5,20,60,"NoLoad","Speed_Max",53,529.22641509434,113.962315213514,3,465,48.5695377783236
19001,"NoLoad_Speed_Mid",930,54,0.907407407407407,568.777777777778,146.549839119366,10,20,60,"NoLoad","Speed_Mid",49,579.979591836735,148.990700184597,5,459,39.8559907667593
19002,"Load_Accuracy_Max",680,39,0.974358974358974,946.410256410256,404.239423449749,80,20,60,"Load","Accuracy_Max",38,949.342105263158,409.245269504321,1,835,NA
19002,"Load_Accuracy_Mid",560,37,0.918918918918919,1024.45945945946,545.951188019313,40,20,60,"Load","Accuracy_Mid",34,957.147058823529,343.733611827791,3,1787.33333333333,1570.22811506269
19002,"Load_Neutral",820,42,0.98780487804878,844.647192285876,288.304769551432,20,20,60,"Load","Neutral",83,840.168674698795,289.491978037772,1,1134,NA
19002,"Load_Speed_Max",890,47,0.957446808510638,713.063829787234,157.463371069249,5,20,60,"Load","Speed_Max",45,705.133333333333,149.968724012103,2,891.5,290.620887067671
19002,"Load_Speed_Mid",870,45,0.977777777777778,772.644444444444,227.741495755361,10,20,60,"Load","Speed_Mid",44,769.022727272727,229.059806208545,1,932,NA
19002,"NoLoad_Accuracy_Max",1020,51,1,624.921568627451,123.266839520977,80,20,60,"NoLoad","Accuracy_Max",51,624.921568627451,123.266839520977,0,NA,NA
19002,"NoLoad_Accuracy_Mid",920,49,0.979591836734694,672.204081632653,152.803247619261,40,20,60,"NoLoad","Accuracy_Mid",48,660.979166666667,132.439868263577,1,1211,NA
19002,"NoLoad_Neutral",980,53,0.962264150943396,590.594339622642,124.411237649641,20,20,60,"NoLoad","Neutral",102,593.343137254902,126.814395839117,4,520.5,125.712635270551
19002,"NoLoad_Speed_Max",985,53,0.943396226415094,591.811320754717,117.833823112788,5,20,60,"NoLoad","Speed_Max",50,580.7,108.93796212449,3,777,125.391387264038
19002,"NoLoad_Speed_Mid",1020,51,1,615.921568627451,117.379869336655,10,20,60,"NoLoad","Speed_Mid",51,615.921568627451,117.379869336655,0,NA,NA
19003,"Load_Accuracy_Max",900,45,1,757.066666666667,129.336488558826,80,20,60,"Load","Accuracy_Max",45,757.066666666667,129.336488558826,0,NA,NA
19003,"Load_Accuracy_Mid",1000,50,1,626.76,116.041435245681,40,20,60,"Load","Accuracy_Mid",50,626.76,116.041435245681,0,NA,NA
19003,"Load_Neutral",770,52.5,0.866835994194485,574.750362844703,118.934874160742,20,20,60,"Load","Neutral",91,573.692307692308,111.256929103334,14,580.928571428571,176.34165452575
19003,"Load_Speed_Max",900,55,0.854545454545454,515.018181818182,159.790081149207,5,20,60,"Load","Speed_Max",47,534.468085106383,163.407180282852,8,400.75,63.5267097931481
19003,"Load_Speed_Mid",730,50,0.82,636.16,183.168970725761,10,20,60,"Load","Speed_Mid",41,633.317073170732,190.551625422665,9,649.111111111111,154.010912311794
19003,"NoLoad_Accuracy_Max",420,46,0.891304347826087,738.826086956522,136.925820038577,80,20,60,"NoLoad","Accuracy_Max",41,733.560975609756,137.399790534864,5,782,139.719361578845
19003,"NoLoad_Accuracy_Mid",820,47,0.957446808510638,715.191489361702,131.525933679797,40,20,60,"NoLoad","Accuracy_Mid",45,712.333333333333,125.295831752479,2,779.5,310.419876940894
19003,"NoLoad_Neutral",890,50.5,0.943396226415094,640.511988993711,123.85405362801,20,20,60,"NoLoad","Neutral",95,644.294736842105,139.071149223959,6,528.666666666667,52.7509873525289
19003,"NoLoad_Speed_Max",665,57,0.666666666666667,493.333333333333,113.497849780346,5,20,60,"NoLoad","Speed_Max",38,512.657894736842,117.633713754452,19,454.684210526316,96.2670202160976
19003,"NoLoad_Speed_Mid",910,53,0.905660377358491,578.490566037736,125.975977966728,10,20,60,"NoLoad","Speed_Mid",48,583.770833333333,125.137922136887,5,527.8,136.980655568588
19005,"Load_Accuracy_Max",800,45,0.977777777777778,754.111111111111,218.799536959605,80,20,60,"Load","Accuracy_Max",44,759.75,217.996386251251,1,506,NA
19005,"Load_Accuracy_Mid",900,45,1,761.066666666667,354.139828573147,40,20,60,"Load","Accuracy_Mid",45,761.066666666667,354.139828573147,0,NA,NA
19005,"Load_Neutral",840,46,0.956521739130435,740.608695652174,216.742366959827,20,20,60,"Load","Neutral",88,736.897727272727,213.418860716943,4,822.25,318.855636090483
19005,"Load_Speed_Max",830,54,0.814814814814815,549.425925925926,190.001251421087,5,20,60,"Load","Speed_Max",44,574.75,198.860021471222,10,438,81.9905143565062
19005,"Load_Speed_Mid",790,53,0.830188679245283,570.490566037736,171.26706794692,10,20,60,"Load","Speed_Mid",44,597.113636363636,173.241089694571,9,440.333333333333,79.9171445936352
19005,"NoLoad_Accuracy_Max",700,50,0.94,648.82,240.967157555564,80,20,60,"NoLoad","Accuracy_Max",47,654.68085106383,247.118621963216,3,557,67.7347768875044
19005,"NoLoad_Accuracy_Mid",1020,51,1,625.705882352941,158.329693250211,40,20,60,"NoLoad","Accuracy_Mid",51,625.705882352941,158.329693250211,0,NA,NA
19005,"NoLoad_Neutral",960,51,0.971153846153846,630.716923076923,158.568132258579,20,20,60,"NoLoad","Neutral",99,630.737373737374,158.423585253146,3,618.666666666667,227.939319410525
19005,"NoLoad_Speed_Max",845,56,0.803571428571429,519.982142857143,120.636115664412,5,20,60,"NoLoad","Speed_Max",45,539.022222222222,119.10031846551,11,442.090909090909,96.5571898363395
19005,"NoLoad_Speed_Mid",700,56,0.75,521.928571428571,153.884827906263,10,20,60,"NoLoad","Speed_Mid",42,532.880952380952,154.128106738764,14,489.071428571429,153.998733404239
19006,"Load_Accuracy_Max",620,36,0.972222222222222,1095.52777777778,358.107923565836,80,20,60,"Load","Accuracy_Max",35,1098.91428571429,362.750714227097,1,977,NA
19006,"Load_Accuracy_Mid",780,42,0.976190476190476,843,293.657341379952,40,20,60,"Load","Accuracy_Mid",41,845.634146341463,296.802607476548,1,735,NA
19006,"Load_Neutral",750,39.5,0.973978919631094,981.079051383399,409.399025029021,20,20,60,"Load","Neutral",77,914.285714285714,454.803597204414,2,1911,69.2964645562817
19006,"Load_Speed_Max",735,43,0.883720930232558,831.674418604651,258.031995148833,5,20,60,"Load","Speed_Max",38,833.026315789474,266.067913179883,5,821.4,210.044757135235
19006,"Load_Speed_Mid",770,43,0.930232558139535,811.53488372093,292.767366516506,10,20,60,"Load","Speed_Mid",40,786.575,268.819059105677,3,1144.33333333333,460.687891455086
19006,"NoLoad_Accuracy_Max",320,41,0.878048780487805,884.634146341463,425.635099357276,80,20,60,"NoLoad","Accuracy_Max",36,806.138888888889,303.588269374143,5,1449.8,741.944876658637
19006,"NoLoad_Accuracy_Mid",540,39,0.897435897435897,972.692307692308,477.241258299701,40,20,60,"NoLoad","Accuracy_Mid",35,973.114285714286,496.129120493527,4,969,308.701581898549
19006,"NoLoad_Neutral",840,47,0.947165532879819,715.518820861678,248.63620079193,20,20,60,"NoLoad","Neutral",89,714.719101123595,262.038251404605,5,685.6,172.154872135528
19006,"NoLoad_Speed_Max",895,56,0.839285714285714,529.196428571429,128.514084073283,5,20,60,"NoLoad","Speed_Max",47,532.106382978723,126.934120886893,9,514,143.497386735787
19006,"NoLoad_Speed_Mid",840,48,0.916666666666667,708.666666666667,263.929659659969,10,20,60,"NoLoad","Speed_Mid",44,663.227272727273,166.077295486499,4,1208.5,576.707031342605
19007,"Load_Accuracy_Max",540,32,0.96875,1233.375,406.817526662753,80,20,60,"Load","Accuracy_Max",31,1203.25806451613,375.53259669807,1,2167,NA
19007,"Load_Accuracy_Mid",460,32,0.90625,1285.8125,536.175671591365,40,20,60,"Load","Accuracy_Mid",29,1278.51724137931,558.013416421509,3,1356.33333333333,297.439629729015
19007,"Load_Neutral",550,34.5,0.897727272727273,1157.64898989899,562.259341533735,20,20,60,"Load","Neutral",62,1149.43548387097,574.538863442239,7,1197,493.876502781819
19007,"Load_Speed_Max",590,32,0.9375,1286.78125,670.525395077284,5,20,60,"Load","Speed_Max",30,1264.3,681.648364703861,2,1624,469.518902707868
19007,"Load_Speed_Mid",570,33,0.909090909090909,1232.60606060606,674.161142615118,10,20,60,"Load","Speed_Mid",30,1238.93333333333,686.433508010456,3,1169.33333333333,658.040525601071
19007,"NoLoad_Accuracy_Max",580,44,0.931818181818182,817.5,313.77569384277,80,20,60,"NoLoad","Accuracy_Max",41,792.463414634146,287.077437075868,3,1159.66666666667,529.197820605238
19007,"NoLoad_Accuracy_Mid",500,49,0.836734693877551,668.061224489796,246.720524089105,40,20,60,"NoLoad","Accuracy_Mid",41,670.390243902439,254.771454253492,8,656.125,215.176630103869
19007,"NoLoad_Neutral",640,51,0.813823642664613,623.156911821332,204.769740936777,20,20,60,"NoLoad","Neutral",83,625.349397590361,220.078834751846,19,605.105263157895,194.421333630752
19007,"NoLoad_Speed_Max",525,46,0.5,420.195652173913,188.286379936429,5,20,60,"NoLoad","Speed_Max",23,472.086956521739,214.426701407917,23,368.304347826087,144.588895204994
19007,"NoLoad_Speed_Mid",840,54,0.851851851851852,562.333333333333,202.81220982187,10,20,60,"NoLoad","Speed_Mid",46,562.304347826087,194.154104837165,8,562.5,262.875853371348
19008,"Load_Accuracy_Max",560,28,1,1565.42857142857,793.886195247966,80,20,60,"Load","Accuracy_Max",28,1565.42857142857,793.886195247966,0,NA,NA
19008,"Load_Accuracy_Mid",420,21,1,2083.14285714286,989.494986632792,40,20,60,"Load","Accuracy_Mid",21,2083.14285714286,989.494986632792,0,NA,NA
19008,"Load_Neutral",420,21,1,2277.92677345538,1642.76230236948,20,20,60,"Load","Neutral",42,2251.33333333333,1690.51765295703,0,NA,NA
19008,"Load_Speed_Max",540,27,1,1626.96296296296,1165.46733714854,5,20,60,"Load","Speed_Max",27,1626.96296296296,1165.46733714854,0,NA,NA
19008,"Load_Speed_Mid",430,26,0.884615384615385,1567.03846153846,611.943819693882,10,20,60,"Load","Speed_Mid",23,1433.86956521739,502.633365779926,3,2588,366.623785371326
19008,"NoLoad_Accuracy_Max",420,36,0.916666666666667,1094.63888888889,723.979287500795,80,20,60,"NoLoad","Accuracy_Max",33,1014.51515151515,685.198836160539,3,1976,624.077719518971
19008,"NoLoad_Accuracy_Mid",820,44,0.977272727272727,820.772727272727,326.905566596011,40,20,60,"NoLoad","Accuracy_Mid",43,799.744186046512,299.151585481918,1,1725,NA
19008,"NoLoad_Neutral",780,45,0.934288537549407,781.242588932806,286.380615209578,20,20,60,"NoLoad","Neutral",84,776.678571428571,291.06949282906,6,832.333333333333,387.201067491641
19008,"NoLoad_Speed_Max",780,44,0.909090909090909,802.340909090909,402.089423305361,5,20,60,"NoLoad","Speed_Max",40,792.475,406.241054339378,4,901,397.070942443958
19008,"NoLoad_Speed_Mid",820,44,0.954545454545455,814.818181818182,307.58332376298,10,20,60,"NoLoad","Speed_Mid",42,798.47619047619,288.125162343342,2,1158,646.295598004504
19009,"Load_Accuracy_Max",640,37,0.972972972972973,1008.81081081081,547.038280086394,80,20,60,"Load","Accuracy_Max",36,960.194444444444,466.74500958045,1,2759,NA
19009,"Load_Accuracy_Mid",600,39,0.923076923076923,968.461538461538,421.865833383693,40,20,60,"Load","Accuracy_Mid",36,927.944444444444,370.024705309906,3,1454.66666666667,775.391728955973
19009,"Load_Neutral",590,31.5,0.972972972972973,1390.37474012474,756.557939622059,20,20,60,"Load","Neutral",61,1334.67213114754,821.774740451248,2,1238.5,478.711290863293
19009,"Load_Speed_Max",590,37,0.837837837837838,1041.97297297297,679.932859695495,5,20,60,"Load","Speed_Max",31,1084.09677419355,729.616993352846,6,824.333333333333,258.331311820048
19009,"Load_Speed_Mid",710,37,0.972972972972973,1055.67567567568,562.375124610594,10,20,60,"Load","Speed_Mid",36,1009.77777777778,495.106171073357,1,2708,NA
19009,"NoLoad_Accuracy_Max",540,37,0.945945945945946,1058.02702702703,758.295767805328,80,20,60,"NoLoad","Accuracy_Max",35,984.742857142857,611.651685907878,2,2340.5,2122.02745034083
19009,"NoLoad_Accuracy_Mid",640,41,0.926829268292683,927.80487804878,403.223462828752,40,20,60,"NoLoad","Accuracy_Mid",38,888.684210526316,350.298568040153,3,1423.33333333333,764.371855403725
19009,"NoLoad_Neutral",750,44.5,0.921717171717172,790.40303030303,376.918882049179,20,20,60,"NoLoad","Neutral",82,784.268292682927,374.656255581609,7,860.142857142857,426.954497408263
19009,"NoLoad_Speed_Max",690,45,0.822222222222222,752.266666666667,469.051383112767,5,20,60,"NoLoad","Speed_Max",37,797.621621621622,506.22746047774,8,542.5,61.7506506616963
19009,"NoLoad_Speed_Mid",820,47,0.914893617021277,730.553191489362,386.335335782757,10,20,60,"NoLoad","Speed_Mid",43,736.302325581395,394.136641454864,4,668.75,328.935023978901
19010,"Load_Accuracy_Max",920,46,1,738.760869565217,241.364563797184,80,20,60,"Load","Accuracy_Max",46,738.760869565217,241.364563797184,0,NA,NA
19010,"Load_Accuracy_Mid",680,49,0.897959183673469,655.040816326531,230.280169864131,40,20,60,"Load","Accuracy_Mid",44,652.25,240.50645448961,5,679.6,117.011965200145
19010,"Load_Neutral",820,49,0.919583333333333,660.467083333333,261.640566208575,20,20,60,"Load","Neutral",90,642.177777777778,205.301618495335,8,860.25,611.198529822465
19010,"Load_Speed_Max",965,52,0.942307692307692,584.115384615385,184.996942618738,5,20,60,"Load","Speed_Max",49,588,189.008267014964,3,520.666666666667,94.452810087013
19010,"Load_Speed_Mid",940,50,0.96,627.24,286.93059389735,10,20,60,"Load","Speed_Mid",48,637.166666666667,288.635626391988,2,389,16.9705627484771
19010,"NoLoad_Accuracy_Max",780,54,0.944444444444444,564.388888888889,145.954944801297,80,20,60,"NoLoad","Accuracy_Max",51,568.666666666667,148.36396687426,3,491.666666666667,76.3500709451755
19010,"NoLoad_Accuracy_Mid",780,54,0.907407407407407,569.888888888889,200.174043768772,40,20,60,"NoLoad","Accuracy_Mid",49,587.673469387755,201.658993079396,5,395.6,32.8831263720468
19010,"NoLoad_Neutral",1030,55.5,0.963450292397661,538.967348927875,176.469151452932,20,20,60,"NoLoad","Neutral",107,541.775700934579,180.24790624546,4,441.5,150.089973016188
19010,"NoLoad_Speed_Max",960,53,0.924528301886792,586.396226415094,331.423058690309,5,20,60,"NoLoad","Speed_Max",49,588.040816326531,344.410121269183,4,566.25,73.7309297377973
19010,"NoLoad_Speed_Mid",880,56,0.857142857142857,517.660714285714,178.16899809764,10,20,60,"NoLoad","Speed_Mid",48,529.125,177.871651670763,8,448.875,175.160691529643
19011,"Load_Accuracy_Max",440,32,0.9375,1285.25,716.44971459858,80,20,60,"Load","Accuracy_Max",30,1250.46666666667,688.332203945526,2,1807,1261.4784976368
19011,"Load_Accuracy_Mid",480,42,0.857142857142857,868.285714285714,370.587752401459,40,20,60,"Load","Accuracy_Mid",36,823.555555555555,375.69170069121,6,1136.66666666667,193.131733971056
19011,"Load_Neutral",490,33.5,0.86524500907441,1232.67967332123,553.777192051401,20,20,60,"Load","Neutral",58,1098.03448275862,349.92580494373,9,1866.55555555556,1242.42676958353
19011,"Load_Speed_Max",685,38,0.921052631578947,1006.97368421053,817.734229171699,5,20,60,"Load","Speed_Max",35,1037.22857142857,845.490949814655,3,654,123.745706996243
19011,"Load_Speed_Mid",660,39,0.897435897435897,971.717948717949,432.494961864051,10,20,60,"Load","Speed_Mid",35,931.771428571429,387.251254941519,4,1321.25,698.729978842566
19011,"NoLoad_Accuracy_Max",680,39,0.974358974358974,983.538461538462,267.55834052977,80,20,60,"NoLoad","Accuracy_Max",38,988.342105263158,269.440188049201,1,801,NA
19011,"NoLoad_Accuracy_Mid",780,45,0.955555555555556,775.466666666667,225.640865093183,40,20,60,"NoLoad","Accuracy_Mid",43,782.372093023256,228.425253300757,2,627,50.9116882454314
19011,"NoLoad_Neutral",800,47,0.925850340136054,731.98843537415,195.10942301398,20,20,60,"NoLoad","Neutral",87,731.48275862069,197.828200194769,7,706,266.543304799301
19011,"NoLoad_Speed_Max",750,45,0.866666666666667,768.088888888889,257.574245450107,5,20,60,"NoLoad","Speed_Max",39,720.641025641026,191.090153314233,6,1076.5,417.867323441305
19011,"NoLoad_Speed_Mid",840,48,0.916666666666667,701.166666666667,356.003187490711,10,20,60,"NoLoad","Speed_Mid",44,714.340909090909,365.611557955684,4,556.25,197.628228415545
19012,"Load_Accuracy_Max",640,47,0.936170212765957,698.042553191489,242.00098431769,80,20,60,"Load","Accuracy_Max",44,710.5,244.513993512142,3,515.333333333333,89.8461648226196
19012,"Load_Accuracy_Mid",900,51,0.96078431372549,614.196078431373,237.220742736199,40,20,60,"Load","Accuracy_Mid",49,613.69387755102,238.472937325674,2,626.5,289.206673505298
19012,"Load_Neutral",800,49,0.906666666666667,657.500833333333,223.05362375601,20,20,60,"Load","Neutral",89,662.426966292135,231.602121969811,9,604.333333333333,156.651683680706
19012,"Load_Speed_Max",890,52,0.884615384615385,577.288461538462,167.925209372163,5,20,60,"Load","Speed_Max",46,591.04347826087,173.730820718814,6,471.833333333333,30.0227691372176
19012,"Load_Speed_Mid",860,49,0.918367346938776,644.510204081633,219.064690069792,10,20,60,"Load","Speed_Mid",45,646.6,228.2546823178,4,621,53.7649204097492
19012,"NoLoad_Accuracy_Max",600,45,0.933333333333333,786.911111111111,256.435249865804,80,20,60,"NoLoad","Accuracy_Max",42,792.404761904762,264.069194509633,3,710,87.6070773396762
19012,"NoLoad_Accuracy_Mid",780,45,0.955555555555556,782.222222222222,355.477073093258,40,20,60,"NoLoad","Accuracy_Mid",43,775.441860465116,358.768482339608,2,928,330.925973595304
19012,"NoLoad_Neutral",770,51.5,0.872264150943396,613.96320754717,200.970166795656,20,20,60,"NoLoad","Neutral",90,618.811111111111,213.622942758752,13,573.769230769231,150.955376323686
19012,"NoLoad_Speed_Max",855,54,0.833333333333333,562.851851851852,132.400394374293,5,20,60,"NoLoad","Speed_Max",45,571.488888888889,135.761090660667,9,519.666666666667,110.665035128536
19012,"NoLoad_Speed_Mid",930,51,0.941176470588235,626.56862745098,178.897652852346,10,20,60,"NoLoad","Speed_Mid",48,627.375,181.996682808208,3,613.666666666667,146.486631927058
19013,"Load_Accuracy_Max",440,42,0.904761904761905,834.880952380952,459.406149145004,80,20,60,"Load","Accuracy_Max",38,837.052631578947,477.259855977876,4,814.25,272.998626370171
19013,"Load_Accuracy_Mid",920,52,0.961538461538462,588.269230769231,173.435880154272,40,20,60,"Load","Accuracy_Mid",50,595.64,171.585970598189,2,404,144.249783362056
19013,"Load_Neutral",770,50.5,0.881372549019608,619.88431372549,181.663581598392,20,20,60,"Load","Neutral",89,628.280898876405,192.792987705139,12,556.583333333333,109.228250036612
19013,"Load_Speed_Max",860,53,0.849056603773585,565.735849056604,204.263512964485,5,20,60,"Load","Speed_Max",45,566.022222222222,183.836202895266,8,564.125,312.270229814773
19013,"Load_Speed_Mid",830,52,0.865384615384615,591.134615384615,150.141113864252,10,20,60,"Load","Speed_Mid",45,596.688888888889,152.305139622915,7,555.428571428571,140.64477374205
19013,"NoLoad_Accuracy_Max",660,48,0.9375,701.875,217.525799399187,80,20,60,"NoLoad","Accuracy_Max",45,705.111111111111,222.586471677273,3,653.333333333333,134.930846485647
19013,"NoLoad_Accuracy_Mid",900,51,0.96078431372549,617.941176470588,216.933760559735,40,20,60,"NoLoad","Accuracy_Mid",49,598.714285714286,183.305755501566,2,1089,527.501658765165
19013,"NoLoad_Neutral",930,53.5,0.93466107617051,578.8071278826,97.9670357502836,20,20,60,"NoLoad","Neutral",100,581.16,97.9666733685956,7,543.571428571429,109.131201072924
19013,"NoLoad_Speed_Max",690,49,0.591836734693878,364.816326530612,113.740507565355,5,20,60,"NoLoad","Speed_Max",29,395.51724137931,119.240040221891,20,320.3,90.5812226387834
19013,"NoLoad_Speed_Mid",900,51,0.92156862745098,625.254901960784,133.032754333248,10,20,60,"NoLoad","Speed_Mid",47,634.276595744681,132.261385164191,4,519.25,102.35681055341
19014,"Load_Accuracy_Max",380,34,0.911764705882353,1193.23529411765,705.038535754178,80,20,60,"Load","Accuracy_Max",31,1214.96774193548,724.17757876877,3,968.666666666667,502.338863052953
19014,"Load_Accuracy_Mid",280,35,0.8,1136.28571428571,583.698278798446,40,20,60,"Load","Accuracy_Mid",28,1270,562.262822425137,7,601.428571428571,301.393351587178
19014,"Load_Neutral",590,37.5,0.883333333333333,1079.18888888889,468.662192083319,20,20,60,"Load","Neutral",67,983.850746268657,544.078098608829,8,1257.25,834.185102788515
19014,"Load_Speed_Max",545,40,0.55,627.025,470.086979813038,5,20,60,"Load","Speed_Max",22,565.409090909091,452.877220730163,18,702.333333333333,492.629678358907
19014,"Load_Speed_Mid",400,36,0.611111111111111,756.083333333333,610.129324698578,10,20,60,"Load","Speed_Mid",22,759.136363636364,679.557019259048,14,751.285714285714,506.172884507842
19014,"NoLoad_Accuracy_Max",200,40,0.85,946.775,456.073964283685,80,20,60,"NoLoad","Accuracy_Max",34,938.323529411765,460.825722700369,6,994.666666666667,466.487584686524
19014,"NoLoad_Accuracy_Mid",520,38,0.894736842105263,1035.28947368421,729.193701618985,40,20,60,"NoLoad","Accuracy_Mid",34,1009.44117647059,722.646197483919,4,1255,861.158521992322
19014,"NoLoad_Neutral",440,42.5,0.77039627039627,931.49796037296,553.992806210068,20,20,60,"NoLoad","Neutral",64,935.984375,729.541702022632,21,605.666666666667,343.565617216469
19014,"NoLoad_Speed_Max",525,33,0.606060606060606,483.090909090909,198.655695179556,5,20,60,"NoLoad","Speed_Max",20,521.5,191.850133396385,13,424,201.789907246786
19014,"NoLoad_Speed_Mid",520,48,0.6875,666.5,288.307828987211,10,20,60,"NoLoad","Speed_Mid",33,679.424242424242,308.226786464025,15,638.066666666667,246.250008460237
19015,"Load_Accuracy_Max",900,45,1,719.155555555556,304.62584767335,80,20,60,"Load","Accuracy_Max",45,719.155555555556,304.62584767335,0,NA,NA
19015,"Load_Accuracy_Mid",560,40,0.9,916.65,428.73938949269,40,20,60,"Load","Accuracy_Mid",36,865.194444444444,410.88085304237,4,1379.75,319.84931347954
19015,"Load_Neutral",850,48.5,0.938085106382979,669.023617021277,252.234757209456,20,20,60,"Load","Neutral",91,670.78021978022,262.862397555908,6,619.5,197.073336603408
19015,"Load_Speed_Max",845,46,0.934782608695652,734.934782608696,352.665242730201,5,20,60,"Load","Speed_Max",43,743.697674418605,360.143657506393,3,609.333333333333,222.036783739392
19015,"Load_Speed_Mid",960,48,1,668.833333333333,199.851150283163,10,20,60,"Load","Speed_Mid",48,668.833333333333,199.851150283163,0,NA,NA
19015,"NoLoad_Accuracy_Max",640,42,0.952380952380952,887.928571428571,589.86424204372,80,20,60,"NoLoad","Accuracy_Max",40,772.75,282.806153597867,2,3191.5,53.0330085889911
19015,"NoLoad_Accuracy_Mid",840,48,0.958333333333333,704.604166666667,287.938360689814,40,20,60,"NoLoad","Accuracy_Mid",46,699.478260869565,285.127163765412,2,822.5,457.498087427696
19015,"NoLoad_Neutral",860,50,0.93,651.44,239.686987322664,20,20,60,"NoLoad","Neutral",93,642.290322580645,200.726158941954,7,773,553.38473656821
19015,"NoLoad_Speed_Max",935,53,0.905660377358491,584.094339622642,184.56323329073,5,20,60,"NoLoad","Speed_Max",48,579.8125,178.965425907388,5,625.2,253.294690035145
19015,"NoLoad_Speed_Mid",820,48,0.916666666666667,713.291666666667,269.91763584813,10,20,60,"NoLoad","Speed_Mid",44,703.840909090909,250.345430488747,4,817.25,476.836362567565
19016,"Load_Accuracy_Max",640,42,0.952380952380952,851.261904761905,424.337995719117,80,20,60,"Load","Accuracy_Max",40,857.35,431.735469222318,2,729.5,286.378246380552
19016,"Load_Accuracy_Mid",600,42,0.904761904761905,851.547619047619,521.373196350025,40,20,60,"Load","Accuracy_Mid",38,868.236842105263,543.038171681579,4,693,202.443407729996
19016,"Load_Neutral",580,44,0.830745341614907,772.847826086957,355.420269130292,20,20,60,"Load","Neutral",73,799.315068493151,376.121466665296,15,623.2,250.056336509538
19016,"Load_Speed_Max",780,44,0.909090909090909,789.204545454545,938.523322542175,5,20,60,"Load","Speed_Max",40,806.4,982.429087934856,4,617.25,186.108167472575
19016,"Load_Speed_Mid",890,49,0.938775510204082,664.448979591837,311.409768982425,10,20,60,"Load","Speed_Mid",46,674.413043478261,319.006971438066,3,511.666666666667,20.1328918273887
19016,"NoLoad_Accuracy_Max",200,40,0.85,941.2,880.162024711126,80,20,60,"NoLoad","Accuracy_Max",34,915.5,872.968542249705,6,1086.83333333333,991.419874052698
19016,"NoLoad_Accuracy_Mid",800,47,0.936170212765957,739.63829787234,273.186624022601,40,20,60,"NoLoad","Accuracy_Mid",44,729.954545454545,277.073070250301,3,881.666666666667,183.429368786281
19016,"NoLoad_Neutral",630,49.5,0.814814814814815,675.931481481482,363.528238279326,20,20,60,"NoLoad","Neutral",81,685.456790123457,465.521348849403,18,580.555555555556,131.44366819477
19016,"NoLoad_Speed_Max",535,37,0.756756756756757,1058.91891891892,1447.2248227859,5,20,60,"NoLoad","Speed_Max",28,746.785714285714,812.616640386354,9,2030,2407.18367599982
19016,"NoLoad_Speed_Mid",610,53,0.716981132075472,592.094339622641,170.215052230423,10,20,60,"NoLoad","Speed_Mid",38,609.78947368421,165.246442966949,15,547.266666666667,180.124348582808
19017,"Load_Accuracy_Max",680,39,0.974358974358974,957.923076923077,435.685750139357,80,20,60,"Load","Accuracy_Max",38,943.447368421053,431.925024610498,1,1508,NA
19017,"Load_Accuracy_Mid",780,39,1,969.102564102564,660.72710326825,40,20,60,"Load","Accuracy_Mid",39,969.102564102564,660.72710326825,0,NA,NA
19017,"Load_Neutral",740,45,0.911111111111111,749.511111111111,277.677171520341,20,20,60,"Load","Neutral",82,755.792682926829,280.417005956754,8,685.125,290.618767214271
19017,"Load_Speed_Max",805,44,0.931818181818182,797.272727272727,285.739543432058,5,20,60,"Load","Speed_Max",41,814.073170731707,287.976248173691,3,567.666666666667,109.276407944869
