Subject,WMC,gF,AC,SuS_AC
19058,-0.545540856965293,0.09000404036880709,0.28997158372130266,0.8206543128671694
19059,0.6256697739357823,0.9859344485284559,0.4585415268395779,-0.016559981879783543
19060,-0.3306023025048077,-0.6153582788484898,-1.0654096725335158,1.1187520784318927
19061,0.6081706171534808,0.25232389687237416,-0.20365769750092497,-1.4948113383528305
19062,0.35754454702333627,1.4117909590583106,1.398034999013089,0.6857924778088323
19064,-1.3036724014694425,-2.197543136816552,-2.9593896817753325,-1.200078964909643
19066,0.4661061805360165,0.3065981642219669,0.2990360639455533,0.2578542784099573
19067,0.7534227333821719,0.669680780378794,0.13680495401893056,-0.08497110499007499
19068,0.21033836023135077,0.8075318551977713,0.4203604776001851,0.06761993979543184
19069,0.9130600863128708,1.2685789719636273,-0.7061752782053973,0.018533067350556643
19070,0.5474622993332284,0.9018304872185677,-1.0819300943883328,-1.2552141023969892
19073,0.876067302045536,0.3065981642219669,1.3202935018721689,-1.0198058879994167
19074,0.1943361899715618,1.2307768048204004,0.8883881820486335,0.7635910091040891
19075,-1.3007522992951757,-0.36946161487553814,-0.46770529135245026,0.2898421612539252
19077,0.22227351825253852,-1.0784898026810674,-0.1019558830906739,-0.7531440691743111
19079,-0.10487500941651896,-0.879422086715281,-1.4865152195879876,-0.6436808697780921
19080,0.05468858398324692,0.2890717563345937,0.3226035743587132,0.8711319188470923
19081,0.3482952731309516,-1.1733155885423676,-0.08356110002028355,-1.346931609439331
19082,0.8051493547469991,-0.10487065316824351,0.621103932395018,0.9182522708492818
19083,1.081295922528971,0.05586774181381288,0.9054777905993793,-0.21927945104412672
19084,-1.1109502940581726,-0.4306782560223474,-0.6365986065403931,0.19384296743248097
19085,0.32741893013360096,0.7958935134266075,-0.48990987870043456,-0.2868292615770681
19088,0.2679385453362077,0.038868487766943315,-0.024513159765560604,-0.5501509471859004
19089,0.7828165367063987,0.5254144856031036,1.4306259157996795,0.679036135759238
19090,-0.3125204605291035,0.7990322281743364,-0.48587885805044034,0.3313985182709442
19092,-0.699416950432514,-0.672381897566563,-0.6329968763391566,-1.4129922976247196
19094,-0.9930236395802184,0.06175580793002228,-0.5723410259694091,0.00030038620497915836
19095,-0.42860731545395875,0.5508298778349756,-0.1521889204292292,0.9142616606157602
19096,-0.9719187545624771,0.09105834804981423,-0.3398983855771711,0.2049680409202981
19097,0.30412575650710105,0.7820329741274669,-0.3180250938580043,0.09480434294041766
19098,-1.6057965509440235,-1.0151887544675364,-1.7395297398615712,0.8077831134847728
19100,0.2946479405943253,1.0695112559978404,0.5352188747311292,-1.0778086759439145
19101,1.148569106175499,2.103292738976467,1.1666604696497942,1.2501016789358304
19102,0.4296904273447321,0.3065981642219669,0.3801453620001724,0.9721788260034684
19103,0.5671497447242885,0.023953640786795554,0.8653773445140188,1.6925168677230804
19106,1.1662968049781914,-0.3620162955331104,-1.418955311110232,-0.7261290112450656
19107,0.4823774042954588,0.10491888734895484,0.0822403863183337,-0.4207357821925884
19108,0.2968362292030838,0.5451630910184535,0.4422416928785016,0.08656868837366423
19109,-0.6236653418756782,-0.3843764618556859,0.16869220569706536,0.4135810129251755
19110,0.39350321617383877,0.43281089726978056,0.8281536985684929,0.9609100473556161
19111,-2.060423308534744,-0.44231659779351107,0.7322221591326247,-0.3236982676967815
19112,0.6322464033718004,1.4422820803091683,-0.13979330727122424,0.6811836629034452
19113,-0.20518676003928246,0.531302551719313,-0.8501713102066764,0.18703101604084113
19116,0.6803164974748767,0.47375177916073624,-0.04056321732080035,0.10478631162624989
19118,0.8318587500051167,0.5483018057661825,0.8429269425397724,0.24335455892628213
19119,0.5486902323560875,0.5163877047391652,0.2980621850547271,-0.33553477567929746
19120,-0.017685838358539856,-0.15269950708820507,0.08433373802297345,-0.7234728476431838
19121,-0.43712477578083514,0.3034594494742379,-0.47682689164357345,-0.3483149834324792
19123,-0.9267108115195898,-1.4927079714397582,-1.0883961109120215,-0.2906512882309645
19126,-0.5806456874415495,-0.16556014047454917,0.4242563913589943,0.006119091680332108
19127,0.12925129493379225,0.842195307593269,0.9226653939700667,1.0746986444477027
19128,1.2627352499285553,0.6292670523283418,0.814743377662389,-0.7556065323055163
19130,0.01631308420359497,0.571716279769765,0.05815108921453923,0.12062346974028167
19131,0.06658323052517223,0.4881394723003804,-0.13010692615504607,-0.21683995882156873
19132,0.043022479461712594,0.3124862303381763,-0.6995747832691838,-1.7956733115730839
19133,0.4019816410841463,0.917272488039219,0.9465767138294289,-0.6574460795854128
19134,0.16302167547553612,0.47963984527694564,0.7461605928838381,0.6505706607694516
19135,-0.6773126744123045,-0.23788796955201863,0.06411359114697891,0.22899740178173336
19136,1.130109593807298,1.0317090888546139,1.384464972961938,0.6726667636487962
