Method,DDM_Variable,EEG_Feature,N,Pearson_r,Pearson_p,Spearman_rho,Spearman_p,Pearson_FDR,Spearman_FDR
Load/NoLoad,Load_a,frontal_abs_delta,184,-0.0159,0.8303416877743571,0.0378,0.6106562460575964,0.9973148814002105,0.7881183259303546
Load/NoLoad,Load_a,frontal_rel_delta,184,-0.0854,0.2490003499111107,-0.1143,0.1224126809538342,0.7428406452961358,0.4458487166251695
Load/NoLoad,Load_a,frontal_abs_theta,184,0.1106,0.13516277716016376,0.1252,0.09032889244019393,0.6686037202624926,0.42972590840215585
Load/NoLoad,Load_a,frontal_rel_theta,184,0.0783,0.2907791930606415,-0.0152,0.8378272369318308,0.7580082829420716,0.8865381227999606
Load/NoLoad,Load_a,frontal_abs_alpha,184,0.0115,0.8768463760658742,0.1128,0.12738534760719128,0.9973148814002105,0.4458487166251695
Load/NoLoad,Load_a,frontal_rel_alpha,184,0.0079,0.9153952490773151,0.0483,0.5147212096182686,0.9973148814002105,0.7462514335621918
Load/NoLoad,Load_a,frontal_abs_beta,184,0.1654,0.024812633383120623,0.1782,0.015514454678938387,0.31505954719880847,0.11265214555841822
Load/NoLoad,Load_a,frontal_rel_beta,184,0.0581,0.4330220923511038,0.0576,0.43764065829552823,0.8876120795896909,0.6835580893755173
Load/NoLoad,Load_a,frontal_abs_gamma,184,0.205,0.0052474528242813364,0.2184,0.0028964690414439247,0.11937955175240039,0.06589467069284928
Load/NoLoad,Load_a,frontal_rel_gamma,184,0.1151,0.11985205673792386,0.0481,0.5166356078507481,0.6686037202624926,0.7462514335621918
Load/NoLoad,Load_a,frontal_theta_beta_ratio,184,0.0013,0.9856758691564618,-0.0377,0.6112208529707905,0.9973148814002105,0.7881183259303546
Load/NoLoad,Load_a,frontal_peak_alpha_freq,184,-0.0238,0.7488764765550349,-0.0079,0.9157039332617636,0.987648686471133,0.9343973655681701
Load/NoLoad,Load_a,frontal_spectral_entropy,184,0.1028,0.16503459196396592,0.1256,0.08922580329887564,0.7207369278284631,0.42972590840215585
Load/NoLoad,Load_a,posterior_abs_delta,184,-0.0182,0.8064709071656492,0.0811,0.2735257267867069,0.9917412507037037,0.5411052421215289
Load/NoLoad,Load_a,posterior_rel_delta,184,-0.0698,0.3467440370169836,-0.1052,0.15523920430294172,0.7696026187450123,0.464675535831205
Load/NoLoad,Load_a,posterior_abs_theta,184,0.073,0.3248606926894592,0.148,0.0450348028525122,0.7580082829420716,0.2927262185413293
Load/NoLoad,Load_a,posterior_rel_theta,184,0.0875,0.23736622064634233,0.0171,0.8174198904615255,0.7428406452961358,0.8865381227999606
Load/NoLoad,Load_a,posterior_abs_alpha,184,-0.0039,0.9582077715474401,0.1001,0.17646032490916735,0.9973148814002105,0.5018090489604446
Load/NoLoad,Load_a,posterior_rel_alpha,184,-0.0108,0.8843570853580246,0.0306,0.6798716663359936,0.9973148814002105,0.8140568636391502
Load/NoLoad,Load_a,posterior_abs_beta,184,0.1233,0.09545361252228413,0.191,0.009395751898169527,0.5910536507707459,0.11265214555841822
Load/NoLoad,Load_a,posterior_rel_beta,184,0.0506,0.49519374047454523,0.0249,0.7370020442604495,0.9142466050280813,0.849831523345759
Load/NoLoad,Load_a,posterior_abs_gamma,184,0.0252,0.7341411273645976,0.1839,0.012447347890961821,0.987648686471133,0.11265214555841822
Load/NoLoad,Load_a,posterior_rel_gamma,184,-0.0283,0.7028614685730555,-0.0443,0.5508586873955053,0.9840060560022778,0.7605706941078764
Load/NoLoad,Load_a,posterior_theta_beta_ratio,184,0.0337,0.6498152537780608,-0.016,0.8297638297638547,0.9454338505413423,0.8865381227999606
Load/NoLoad,Load_a,posterior_peak_alpha_freq,184,-0.0017,0.9816861272245709,0.0056,0.9393730021369877,0.9973148814002105,0.9393730021369877
Load/NoLoad,Load_a,posterior_spectral_entropy,184,0.051,0.4918305039143036,0.0314,0.6719157412248244,0.9142466050280813,0.8140568636391502
Load/NoLoad,Load_a,central_abs_delta,184,0.074,0.3178131813825547,0.0863,0.24429186323841554,0.7580082829420716,0.5411052421215289
Load/NoLoad,Load_a,central_rel_delta,184,-0.0758,0.30620454795091323,-0.0958,0.19581377927388166,0.7580082829420716,0.5091158261120923
Load/NoLoad,Load_a,central_abs_theta,184,0.0916,0.21608246301911035,0.1203,0.10388978005326845,0.7428406452961358,0.42972590840215585
Load/NoLoad,Load_a,central_rel_theta,184,0.01,0.8924762837425836,-0.0453,0.5415760699839297,0.9973148814002105,0.7605706941078764
Load/NoLoad,Load_a,central_abs_alpha,184,0.0345,0.6422314805019762,0.1219,0.09924300279533418,0.9454338505413423,0.42972590840215585
Load/NoLoad,Load_a,central_rel_alpha,184,0.0013,0.9863553772089995,0.0613,0.4082792462905128,0.9973148814002105,0.6612514378680018
Load/NoLoad,Load_a,central_abs_beta,184,0.1948,0.008051255038718296,0.1833,0.012750841625692146,0.14653284170467298,0.11265214555841822
Load/NoLoad,Load_a,central_rel_beta,184,0.0897,0.22575327349193972,0.0824,0.26589762012914997,0.7428406452961358,0.5411052421215289
Load/NoLoad,Load_a,central_abs_gamma,184,0.2377,0.001156736518622735,0.2318,0.0015446663750017329,0.10526302319466888,0.06589467069284928
Load/NoLoad,Load_a,central_rel_gamma,184,0.1226,0.09742642595122185,0.0911,0.21857567977275644,0.5910536507707459,0.5234312331400219
Load/NoLoad,Load_a,central_theta_beta_ratio,184,-0.0869,0.24074114146013478,-0.0829,0.2632501849526361,0.7428406452961358,0.5411052421215289
Load/NoLoad,Load_a,central_peak_alpha_freq,184,-0.0194,0.7940796722369934,-0.0071,0.9241292626498386,0.9917412507037037,0.9343973655681701
Load/NoLoad,Load_a,central_spectral_entropy,184,0.1277,0.08410438215284785,0.1102,0.13635726551736635,0.5910536507707459,0.45957448748445695
Load/NoLoad,Load_a,left_temporal_abs_delta,184,0.0589,0.4273587426023147,0.0748,0.3128645412411519,0.8876120795896909,0.5810341480192821
Load/NoLoad,Load_a,left_temporal_rel_delta,184,-0.0884,0.23289092722134452,-0.1152,0.11932914287003711,0.7428406452961358,0.4458487166251695
Load/NoLoad,Load_a,left_temporal_abs_theta,184,0.0651,0.3799832342445133,0.1216,0.10023160828037839,0.8232970075297787,0.42972590840215585
Load/NoLoad,Load_a,left_temporal_rel_theta,184,-0.0419,0.5726599613912158,-0.0723,0.3294365515173133,0.9142466050280813,0.5995745237615102
Load/NoLoad,Load_a,left_temporal_abs_alpha,184,0.0439,0.5544635576724997,0.1306,0.07724558179183108,0.9142466050280813,0.42972590840215585
Load/NoLoad,Load_a,left_temporal_rel_alpha,184,0.0028,0.9699049528736133,0.0503,0.4975916438795882,0.9973148814002105,0.7423088457875825
Load/NoLoad,Load_a,left_temporal_abs_beta,184,0.2104,0.004147229558443009,0.1913,0.009301265376945804,0.11937955175240039,0.11265214555841822
Load/NoLoad,Load_a,left_temporal_rel_beta,184,0.1123,0.12913928144865458,0.0752,0.3102599741484138,0.6686037202624926,0.5810341480192821
Load/NoLoad,Load_a,left_temporal_abs_gamma,184,0.2219,0.0024670099479845316,0.2209,0.0025783568367817953,0.11224895263329618,0.06589467069284928
Load/NoLoad,Load_a,left_temporal_rel_gamma,184,0.1733,0.018653509005955034,0.0606,0.41419046108215496,0.2829115532569847,0.6612514378680018
Load/NoLoad,Load_a,left_temporal_theta_beta_ratio,184,-0.0906,0.22138789656116217,-0.0754,0.3089692268134009,0.7428406452961358,0.5810341480192821
Load/NoLoad,Load_a,left_temporal_peak_alpha_freq,184,-0.0715,0.3344572252642753,-0.0964,0.1927826391579103,0.7608901874762263,0.5091158261120923
Load/NoLoad,Load_a,left_temporal_spectral_entropy,184,0.1392,0.05944465192408054,0.0937,0.20595137066925326,0.5409463325091329,0.5188696042100196
Load/NoLoad,Load_a,right_temporal_abs_delta,184,0.0446,0.5480113068840897,0.1044,0.15829606165678414,0.9142466050280813,0.464675535831205
Load/NoLoad,Load_a,right_temporal_rel_delta,184,-0.0242,0.7443715438340165,-0.0653,0.3785195735343737,0.987648686471133,0.6378755776227408
Load/NoLoad,Load_a,right_temporal_abs_theta,184,-0.0018,0.98049659369385,0.1142,0.12258401868269932,0.9973148814002105,0.4458487166251695
Load/NoLoad,Load_a,right_temporal_rel_theta,184,-0.0324,0.6621679876377723,-0.0813,0.272669640433033,0.9454338505413423,0.5411052421215289
Load/NoLoad,Load_a,right_temporal_abs_alpha,184,0.0062,0.9332800093900361,0.1049,0.15626846413200615,0.9973148814002105,0.464675535831205
Load/NoLoad,Load_a,right_temporal_rel_alpha,184,-0.021,0.7773268635263,0.0248,0.7377658279595051,0.9917412507037037,0.849831523345759
Load/NoLoad,Load_a,right_temporal_abs_beta,184,0.1623,0.027697542610884262,0.1849,0.011991775275910235,0.31505954719880847,0.11265214555841822
Load/NoLoad,Load_a,right_temporal_rel_beta,184,0.0562,0.44868302924314046,0.0373,0.6149055070445624,0.8876120795896909,0.7881183259303546
Load/NoLoad,Load_a,right_temporal_abs_gamma,184,0.1237,0.09422137678320269,0.1949,0.008008075552607614,0.5910536507707459,0.11265214555841822
Load/NoLoad,Load_a,right_temporal_rel_gamma,184,0.0789,0.28727335401519566,0.068,0.3593451167901587,0.7580082829420716,0.6169887854321592
Load/NoLoad,Load_a,right_temporal_theta_beta_ratio,184,-0.0902,0.22310786628475335,-0.0565,0.4464454486840411,0.7428406452961358,0.6835580893755173
Load/NoLoad,Load_a,right_temporal_peak_alpha_freq,184,-0.0958,0.19584073542558025,-0.0701,0.3442751776725109,0.7428406452961358,0.6142949248666372
Load/NoLoad,Load_a,right_temporal_spectral_entropy,184,0.057,0.44256523303353884,0.0282,0.7041228265624119,0.8876120795896909,0.8321451586646685
Load/NoLoad,Load_a,occipital_abs_delta,184,-0.0049,0.9470951967315806,0.0361,0.6262932503209673,0.9973148814002105,0.7915650802667781
Load/NoLoad,Load_a,occipital_rel_delta,184,-0.0427,0.5652518299832107,-0.0927,0.21096895995352444,0.9142466050280813,0.5188696042100196
Load/NoLoad,Load_a,occipital_abs_theta,184,0.1025,0.16632390642195302,0.0976,0.18740475749297877,0.7207369278284631,0.5091158261120923
Load/NoLoad,Load_a,occipital_rel_theta,184,0.0847,0.2530556044415408,0.0192,0.7953916050473324,0.7428406452961358,0.8826906836500884
Load/NoLoad,Load_a,occipital_abs_alpha,184,0.0013,0.9858208958602918,0.0684,0.3558880239221114,0.9973148814002105,0.6169887854321592
Load/NoLoad,Load_a,occipital_rel_alpha,184,-0.0247,0.7395429232690861,0.0161,0.8286913804162006,0.987648686471133,0.8865381227999606
Load/NoLoad,Load_a,occipital_abs_beta,184,0.0475,0.5223267287826932,0.1808,0.014032797515889891,0.9142466050280813,0.11265214555841822
Load/NoLoad,Load_a,occipital_rel_beta,184,0.0321,0.6649205102708342,0.0409,0.5817795589861622,0.9454338505413423,0.7881183259303546
Load/NoLoad,Load_a,occipital_abs_gamma,184,-0.0433,0.5598698014806212,0.1333,0.07134661561688126,0.9142466050280813,0.42972590840215585
Load/NoLoad,Load_a,occipital_rel_gamma,184,-0.0063,0.9318582198983771,0.0085,0.9086937575947976,0.9973148814002105,0.9343973655681701
Load/NoLoad,Load_a,occipital_theta_beta_ratio,184,0.0467,0.5290590590844624,-0.0194,0.7937897904393253,0.9142466050280813,0.8826906836500884
Load/NoLoad,Load_a,occipital_peak_alpha_freq,184,0.0002,0.9974547503794747,-0.0141,0.8493903687712051,0.9974547503794747,0.8884427995193065
Load/NoLoad,Load_a,occipital_spectral_entropy,184,0.0547,0.46084860211029954,0.0211,0.7761087685826144,0.8922813360007926,0.8826906836500884
Load/NoLoad,Load_a,prefrontal_abs_delta,184,0.0743,0.316265788395025,0.0616,0.40581999770642563,0.7580082829420716,0.6612514378680018
Load/NoLoad,Load_a,prefrontal_rel_delta,184,-0.0453,0.5415405915803136,-0.087,0.24022414361043182,0.9142466050280813,0.5411052421215289
Load/NoLoad,Load_a,prefrontal_abs_theta,184,0.0775,0.2960102452790339,0.106,0.15209965569297426,0.7580082829420716,0.464675535831205
Load/NoLoad,Load_a,prefrontal_rel_theta,184,-0.0121,0.8709624877619012,-0.0339,0.6473537768679405,0.9973148814002105,0.8069752560956518
Load/NoLoad,Load_a,prefrontal_abs_alpha,184,0.0183,0.8057280972711445,0.1248,0.09141762804778973,0.9917412507037037,0.42972590840215585
Load/NoLoad,Load_a,prefrontal_rel_alpha,184,0.0206,0.780953954122421,0.0442,0.5516227012210971,0.9917412507037037,0.7605706941078764
Load/NoLoad,Load_a,prefrontal_abs_beta,184,0.1403,0.05756598802769213,0.1772,0.016093163651202603,0.5409463325091329,0.11265214555841822
Load/NoLoad,Load_a,prefrontal_rel_beta,184,0.0369,0.6190410201793756,0.0389,0.6004966875543614,0.9454338505413423,0.7881183259303546
Load/NoLoad,Load_a,prefrontal_abs_gamma,184,0.1323,0.07347425570412511,0.227,0.0019442812267173057,0.5910536507707459,0.06589467069284928
Load/NoLoad,Load_a,prefrontal_rel_gamma,184,0.0824,0.26627873634853455,0.0559,0.4506976413464949,0.7572301564911451,0.6835580893755173
Load/NoLoad,Load_a,prefrontal_theta_beta_ratio,184,-0.0326,0.6601665160543141,-0.0324,0.661941896594235,0.9454338505413423,0.8140096295956133
Load/NoLoad,Load_a,prefrontal_peak_alpha_freq,184,-0.1093,0.13959857895590505,-0.088,0.23488900120718553,0.6686037202624926,0.5411052421215289
Load/NoLoad,Load_a,prefrontal_spectral_entropy,184,0.0406,0.5846785888962004,0.0848,0.2525164930840045,0.9173405446474869,0.5411052421215289
Load/NoLoad,Load_v,frontal_abs_delta,184,0.1223,0.09806614778939952,0.0257,0.728637080234781,0.6198985432132295,0.9338869619910574
Load/NoLoad,Load_v,frontal_rel_delta,184,0.0276,0.7099984369041388,0.0427,0.5647069218290732,0.924366247818696,0.8679585487884534
Load/NoLoad,Load_v,frontal_abs_theta,184,0.059,0.4263131082225257,0.0437,0.555467926127867,0.89447679027237,0.8679585487884534
Load/NoLoad,Load_v,frontal_rel_theta,184,0.0579,0.43473738287452013,0.0564,0.44660080596662677,0.89447679027237,0.8679585487884534
Load/NoLoad,Load_v,frontal_abs_alpha,184,-0.0197,0.7903883957690124,-0.0596,0.42180375628128874,0.9590391334040246,0.8679585487884534
Load/NoLoad,Load_v,frontal_rel_alpha,184,-0.0429,0.5631663523219372,-0.088,0.23463800798454196,0.89447679027237,0.8679585487884534
Load/NoLoad,Load_v,frontal_abs_beta,184,-0.0397,0.5928179493009793,-0.0622,0.40151192494462373,0.89447679027237,0.8679585487884534
Load/NoLoad,Load_v,frontal_rel_beta,184,-0.0275,0.7110509598605355,-0.045,0.5437298953379892,0.924366247818696,0.8679585487884534
Load/NoLoad,Load_v,frontal_abs_gamma,184,-0.0439,0.5537546693059847,-0.0206,0.7808872765816084,0.89447679027237,0.960280299580086
Load/NoLoad,Load_v,frontal_rel_gamma,184,-0.0351,0.6362175705593157,-0.0259,0.7274864494115973,0.89447679027237,0.9338869619910574
Load/NoLoad,Load_v,frontal_theta_beta_ratio,184,0.1461,0.04777816189223212,0.0614,0.4079990085558407,0.5348136684815727,0.8679585487884534
Load/NoLoad,Load_v,frontal_peak_alpha_freq,184,-0.0731,0.32417620483672865,-0.0775,0.29541577510972694,0.89447679027237,0.8679585487884534
Load/NoLoad,Load_v,frontal_spectral_entropy,184,-0.0285,0.701260361087839,-0.019,0.7984574533608569,0.924366247818696,0.96201666483623
Load/NoLoad,Load_v,posterior_abs_delta,184,0.0667,0.3682326888533833,0.0764,0.30271508426749233,0.89447679027237,0.8679585487884534
Load/NoLoad,Load_v,posterior_rel_delta,184,0.0931,0.20877197573306489,0.0902,0.22326420517959245,0.89447679027237,0.8679585487884534
Load/NoLoad,Load_v,posterior_abs_theta,184,0.0143,0.8477031164068687,0.0102,0.8901842258517689,0.9590391334040246,0.96201666483623
Load/NoLoad,Load_v,posterior_rel_theta,184,0.0186,0.8025338988924036,-0.0062,0.9329459717646147,0.9590391334040246,0.96201666483623
Load/NoLoad,Load_v,posterior_abs_alpha,184,0.0084,0.9093726990953861,-0.0406,0.5844368174993193,0.9783080037997591,0.8679585487884534
Load/NoLoad,Load_v,posterior_rel_alpha,184,-0.0489,0.5099128884340678,-0.0765,0.30193312516577986,0.89447679027237,0.8679585487884534
Load/NoLoad,Load_v,posterior_abs_beta,184,-0.0532,0.47364528547402385,-0.0627,0.3975070107904274,0.89447679027237,0.8679585487884534
Load/NoLoad,Load_v,posterior_rel_beta,184,-0.0649,0.3815603248005454,-0.048,0.5174091192012075,0.89447679027237,0.8679585487884534
Load/NoLoad,Load_v,posterior_abs_gamma,184,0.002,0.9789684942253147,-0.0612,0.40915018261497293,0.9979751628563999,0.8679585487884534
Load/NoLoad,Load_v,posterior_rel_gamma,184,-0.0062,0.9337395272369816,-0.0409,0.5816904864360404,0.9783080037997591,0.8679585487884534
Load/NoLoad,Load_v,posterior_theta_beta_ratio,184,0.0769,0.29934512020038284,0.0247,0.7391961641777418,0.89447679027237,0.9342618186135349
Load/NoLoad,Load_v,posterior_peak_alpha_freq,184,-0.0604,0.41508986897397954,-0.0153,0.8361954622987402,0.89447679027237,0.96201666483623
Load/NoLoad,Load_v,posterior_spectral_entropy,184,-0.0697,0.34679045431499816,-0.0637,0.39034427805448524,0.89447679027237,0.8679585487884534
Load/NoLoad,Load_v,central_abs_delta,184,0.0718,0.3329162941269977,0.0352,0.6348602260592096,0.89447679027237,0.8843177323279167
Load/NoLoad,Load_v,central_rel_delta,184,0.1176,0.11172066151166564,0.0857,0.24749929651640856,0.6198985432132295,0.8679585487884534
Load/NoLoad,Load_v,central_abs_theta,184,0.0148,0.841474944895741,0.0035,0.96201666483623,0.9590391334040246,0.96201666483623
Load/NoLoad,Load_v,central_rel_theta,184,0.0885,0.23203267332230854,0.0655,0.3767459499342517,0.89447679027237,0.8679585487884534
Load/NoLoad,Load_v,central_abs_alpha,184,-0.0391,0.5979642412844262,-0.0954,0.19781717471522858,0.89447679027237,0.8679585487884534
Load/NoLoad,Load_v,central_rel_alpha,184,-0.0737,0.3203087281995147,-0.0993,0.17983961352966535,0.89447679027237,0.8679585487884534
Load/NoLoad,Load_v,central_abs_beta,184,-0.1247,0.09163785395408144,-0.1137,0.12425629361504015,0.6198985432132295,0.8679585487884534
Load/NoLoad,Load_v,central_rel_beta,184,-0.1163,0.1158052223585154,-0.1171,0.1133673691315849,0.6198985432132295,0.8679585487884534
Load/NoLoad,Load_v,central_abs_gamma,184,-0.1516,0.039917311316796655,-0.1527,0.03849031825977633,0.5348136684815727,0.8679585487884534
Load/NoLoad,Load_v,central_rel_gamma,184,-0.1257,0.08910391167608417,-0.1434,0.05220322178448179,0.6198985432132295,0.8679585487884534
Load/NoLoad,Load_v,central_theta_beta_ratio,184,0.1846,0.01212667855791408,0.1083,0.14327608222080626,0.5348136684815727,0.8679585487884534
Load/NoLoad,Load_v,central_peak_alpha_freq,184,-0.1018,0.16897023455694515,-0.0916,0.21638270094218615,0.8092784918253688,0.8679585487884534
Load/NoLoad,Load_v,central_spectral_entropy,184,-0.1594,0.030715873005886293,-0.1432,0.05253954478961068,0.5348136684815727,0.8679585487884534
Load/NoLoad,Load_v,left_temporal_abs_delta,184,-0.0484,0.5141493933796029,-0.0705,0.3419244997786951,0.89447679027237,0.8679585487884534
Load/NoLoad,Load_v,left_temporal_rel_delta,184,0.0487,0.5117354156471818,0.0553,0.45567929441485544,0.89447679027237,0.8679585487884534
Load/NoLoad,Load_v,left_temporal_abs_theta,184,0.0146,0.8443459253047785,-0.0357,0.6304228820542428,0.9590391334040246,0.8843177323279167
Load/NoLoad,Load_v,left_temporal_rel_theta,184,0.1497,0.042473422879577095,0.1102,0.13648136409464195,0.5348136684815727,0.8679585487884534
Load/NoLoad,Load_v,left_temporal_abs_alpha,184,-0.0421,0.5705920046943775,-0.0968,0.1910605615191795,0.89447679027237,0.8679585487884534
Load/NoLoad,Load_v,left_temporal_rel_alpha,184,-0.0391,0.5980379190997094,-0.0565,0.4464299146339431,0.89447679027237,0.8679585487884534
Load/NoLoad,Load_v,left_temporal_abs_beta,184,-0.1295,0.07972285771947514,-0.1404,0.05726009022538353,0.6198985432132295,0.8679585487884534
Load/NoLoad,Load_v,left_temporal_rel_beta,184,-0.0766,0.3013616929936395,-0.045,0.5441784213963863,0.89447679027237,0.8679585487884534
Load/NoLoad,Load_v,left_temporal_abs_gamma,184,-0.1487,0.04394035494589361,-0.1728,0.018980876425205385,0.5348136684815727,0.8679585487884534
Load/NoLoad,Load_v,left_temporal_rel_gamma,184,-0.1591,0.031003711726391752,-0.0734,0.3224047420527981,0.5348136684815727,0.8679585487884534
Load/NoLoad,Load_v,left_temporal_theta_beta_ratio,184,0.1674,0.02312974776497735,0.0577,0.43622888078958344,0.5348136684815727,0.8679585487884534
Load/NoLoad,Load_v,left_temporal_peak_alpha_freq,184,-0.0219,0.7676806960952622,-0.0142,0.8484932368792408,0.9590391334040246,0.96201666483623
Load/NoLoad,Load_v,left_temporal_spectral_entropy,184,-0.0773,0.2971269964614492,-0.0591,0.42587505500721456,0.89447679027237,0.8679585487884534
Load/NoLoad,Load_v,right_temporal_abs_delta,184,-0.0045,0.9514246398231411,0.022,0.766814963275025,0.9838595707262027,0.9558926254524284
Load/NoLoad,Load_v,right_temporal_rel_delta,184,0.0721,0.3305703117517101,0.0753,0.30945284393192624,0.89447679027237,0.8679585487884534
Load/NoLoad,Load_v,right_temporal_abs_theta,184,0.0394,0.5950571938712164,0.0038,0.9588109810641317,0.89447679027237,0.96201666483623
Load/NoLoad,Load_v,right_temporal_rel_theta,184,0.1325,0.0730284788799511,0.0759,0.3055116595611071,0.6198985432132295,0.8679585487884534
Load/NoLoad,Load_v,right_temporal_abs_alpha,184,-0.0392,0.5976048211036262,-0.0746,0.31410325313374104,0.89447679027237,0.8679585487884534
Load/NoLoad,Load_v,right_temporal_rel_alpha,184,-0.0629,0.39630055908187384,-0.0916,0.21624820368573197,0.89447679027237,0.8679585487884534
Load/NoLoad,Load_v,right_temporal_abs_beta,184,-0.0637,0.39067079759194956,-0.0657,0.375369985910456,0.89447679027237,0.8679585487884534
Load/NoLoad,Load_v,right_temporal_rel_beta,184,-0.0538,0.4682990298589221,0.0052,0.9443220168702839,0.89447679027237,0.96201666483623
Load/NoLoad,Load_v,right_temporal_abs_gamma,184,-0.0537,0.46902577331161827,-0.1021,0.16786677135467917,0.89447679027237,0.8679585487884534
Load/NoLoad,Load_v,right_temporal_rel_gamma,184,-0.0905,0.22162735009786247,-0.0578,0.4361522284102062,0.89447679027237,0.8679585487884534
Load/NoLoad,Load_v,right_temporal_theta_beta_ratio,184,0.1429,0.05289365952015554,0.032,0.6663549166086242,0.5348136684815727,0.8993334809514465
Load/NoLoad,Load_v,right_temporal_peak_alpha_freq,184,-0.006,0.9353054541821874,-0.0113,0.8789065110642265,0.9783080037997591,0.96201666483623
Load/NoLoad,Load_v,right_temporal_spectral_entropy,184,-0.0631,0.3951747884114767,-0.0717,0.33322336531812347,0.89447679027237,0.8679585487884534
Load/NoLoad,Load_v,occipital_abs_delta,184,0.0354,0.6333797893587872,0.0733,0.3228254221682594,0.89447679027237,0.8679585487884534
Load/NoLoad,Load_v,occipital_rel_delta,184,0.0734,0.32219259273972617,0.0727,0.3270260162420041,0.89447679027237,0.8679585487884534
Load/NoLoad,Load_v,occipital_abs_theta,184,0.0002,0.997556224370352,0.0036,0.9614168438792248,0.9979751628563999,0.96201666483623
Load/NoLoad,Load_v,occipital_rel_theta,184,0.0361,0.6262134635986527,-0.0069,0.9254586790261293,0.89447679027237,0.96201666483623
Load/NoLoad,Load_v,occipital_abs_alpha,184,-0.0117,0.8747280007970774,-0.0457,0.5381215992026436,0.9590391334040246,0.8679585487884534
Load/NoLoad,Load_v,occipital_rel_alpha,184,-0.0481,0.5167147673777126,-0.0805,0.27761412128306745,0.89447679027237,0.8679585487884534
Load/NoLoad,Load_v,occipital_abs_beta,184,-0.0178,0.810697548582491,-0.0774,0.2962555974505921,0.9590391334040246,0.8679585487884534
Load/NoLoad,Load_v,occipital_rel_beta,184,-0.0348,0.6389119930516929,-0.0481,0.5164003093706732,0.89447679027237,0.8679585487884534
Load/NoLoad,Load_v,occipital_abs_gamma,184,0.0484,0.5143032979663873,-0.0732,0.32343795394110497,0.89447679027237,0.8679585487884534
Load/NoLoad,Load_v,occipital_rel_gamma,184,0.0119,0.8729607362858874,-0.0477,0.5206103448920767,0.9590391334040246,0.8679585487884534
Load/NoLoad,Load_v,occipital_theta_beta_ratio,184,0.0907,0.22053213289402954,0.0139,0.8515001732933993,0.89447679027237,0.96201666483623
Load/NoLoad,Load_v,occipital_peak_alpha_freq,184,-0.049,0.5091447035055463,-0.0103,0.8896193648061959,0.89447679027237,0.96201666483623
Load/NoLoad,Load_v,occipital_spectral_entropy,184,-0.0553,0.45572808923762587,-0.0509,0.49259408284086603,0.89447679027237,0.8679585487884534
Load/NoLoad,Load_v,prefrontal_abs_delta,184,0.012,0.8710889120513394,-0.017,0.8192555845541238,0.9590391334040246,0.96201666483623
Load/NoLoad,Load_v,prefrontal_rel_delta,184,-0.0278,0.707780551074751,-0.0081,0.9128300405973178,0.924366247818696,0.96201666483623
Load/NoLoad,Load_v,prefrontal_abs_theta,184,0.0636,0.3913792279691894,0.0487,0.5115888605292754,0.89447679027237,0.8679585487884534
Load/NoLoad,Load_v,prefrontal_rel_theta,184,0.1044,0.1584461498052967,0.0547,0.4605018325918542,0.8010333129045556,0.8679585487884534
Load/NoLoad,Load_v,prefrontal_abs_alpha,184,-0.017,0.8187234743844827,-0.0388,0.6008943799304677,0.9590391334040246,0.8679585487884534
Load/NoLoad,Load_v,prefrontal_rel_alpha,184,-0.006,0.9351805003153246,-0.0346,0.6413733003696978,0.9783080037997591,0.8843177323279167
Load/NoLoad,Load_v,prefrontal_abs_beta,184,-0.0263,0.7226149342072096,-0.0275,0.7109976607054007,0.9261684368007898,0.9338869619910574
Load/NoLoad,Load_v,prefrontal_rel_beta,184,0.0002,0.9979751628563999,-0.0149,0.8408909427869738,0.9979751628563999,0.96201666483623
Load/NoLoad,Load_v,prefrontal_abs_gamma,184,-0.0321,0.6652111485693707,-0.0462,0.5337207237116927,0.9171850684820111,0.8679585487884534
Load/NoLoad,Load_v,prefrontal_rel_gamma,184,-0.0209,0.7778187064223715,-0.0089,0.9042926530656124,0.9590391334040246,0.96201666483623
Load/NoLoad,Load_v,prefrontal_theta_beta_ratio,184,0.1174,0.11244521405762793,0.0397,0.5925318219966214,0.6198985432132295,0.8679585487884534
Load/NoLoad,Load_v,prefrontal_peak_alpha_freq,184,-0.0494,0.505069597749357,-0.0401,0.5892209786687472,0.89447679027237,0.8679585487884534
Load/NoLoad,Load_v,prefrontal_spectral_entropy,184,0.0378,0.6106958565284568,0.0314,0.6720294143373446,0.89447679027237,0.8993334809514465
Load/NoLoad,NoLoad_a,frontal_abs_delta,184,0.0063,0.9325026368487392,0.0182,0.8058842600870194,0.9978505916582245,0.9627862722994072
Load/NoLoad,NoLoad_a,frontal_rel_delta,184,-0.0583,0.43158696585720385,-0.0206,0.7818240356035911,0.8668309688757992,0.9575255533370097
Load/NoLoad,NoLoad_a,frontal_abs_theta,184,0.0968,0.19096325264007757,0.0311,0.6753291607886259,0.6683713842402715,0.9311356610873479
Load/NoLoad,NoLoad_a,frontal_rel_theta,184,0.0766,0.30114611029097693,-0.0556,0.4538115022013365,0.7612304454577473,0.9311356610873479
Load/NoLoad,NoLoad_a,frontal_abs_alpha,184,0.0209,0.7783705426109082,0.024,0.7464201666350307,0.9444229250345687,0.9575255533370097
Load/NoLoad,NoLoad_a,frontal_rel_alpha,184,-0.0002,0.9978505916582245,-0.0198,0.789169412090942,0.9978505916582245,0.9575255533370097
