Method,DDM_Variable,EEG_Feature,N,Pearson_r,Pearson_p,Spearman_rho,Spearman_p,Pearson_FDR,Spearman_FDR
PairedMean,Speed_Mid_a,posterior_rel_beta,184,0.0534,0.4719300257055466,0.0127,0.8639520649961728,0.9534440087863141,0.9600790689119711
PairedMean,Speed_Mid_a,posterior_abs_gamma,184,0.138,0.061835220000837424,0.2292,0.00174802433662631,0.5627005020076206,0.14138223425224425
PairedMean,Speed_Mid_a,posterior_rel_gamma,184,0.0663,0.3715152966773652,-0.0125,0.8662383055056634,0.9478709112299095,0.9600790689119711
PairedMean,Speed_Mid_a,posterior_theta_beta_ratio,184,0.0384,0.6046813381278836,-0.021,0.7774618347200762,0.9538616253963174,0.9600790689119711
PairedMean,Speed_Mid_a,posterior_peak_alpha_freq,184,0.0896,0.22635731328634082,0.1093,0.13959947074824064,0.7922505965021929,0.4767726808935187
PairedMean,Speed_Mid_a,posterior_spectral_entropy,184,0.0253,0.7335392408414538,-0.0052,0.9442807027364188,0.9670417731911702,0.9600790689119711
PairedMean,Speed_Mid_a,central_abs_delta,184,0.1142,0.12265374749670273,0.1254,0.08981078259231393,0.6827123403095788,0.41674154023610455
PairedMean,Speed_Mid_a,central_rel_delta,184,-0.0278,0.7078511631774408,-0.0399,0.5904136099588044,0.9615827504907887,0.9425901492324773
PairedMean,Speed_Mid_a,central_abs_theta,184,0.0798,0.28171214363510233,0.1081,0.14395725188225855,0.8967465837591627,0.4767726808935187
PairedMean,Speed_Mid_a,central_rel_theta,184,-0.0087,0.9069010695045232,-0.0708,0.33937684432730475,0.9670417731911702,0.7353164960424936
PairedMean,Speed_Mid_a,central_abs_alpha,184,0.0085,0.9090965083645379,0.123,0.09617112466987028,0.9670417731911702,0.41674154023610455
PairedMean,Speed_Mid_a,central_rel_alpha,184,-0.0188,0.7997044717043192,0.0573,0.43982481561893283,0.9670417731911702,0.812682337020175
PairedMean,Speed_Mid_a,central_abs_beta,184,0.1618,0.028240233911927384,0.1516,0.03991076807085784,0.367123040855056,0.3859850332321092
PairedMean,Speed_Mid_a,central_rel_beta,184,0.0583,0.431734659536375,0.0254,0.7318581592287524,0.9478709112299095,0.9558173067017699
PairedMean,Speed_Mid_a,central_abs_gamma,184,0.2471,0.0007225449765185427,0.1725,0.019202370324001915,0.06575159286318738,0.2696259024415692
PairedMean,Speed_Mid_a,central_rel_gamma,184,0.1243,0.0926668933945652,0.0105,0.8871492107025684,0.6827123403095788,0.9600790689119711
PairedMean,Speed_Mid_a,central_theta_beta_ratio,184,-0.068,0.35886847527175497,-0.0628,0.3972602207595878,0.9478709112299095,0.7691634061515422
PairedMean,Speed_Mid_a,central_peak_alpha_freq,184,0.0278,0.7079785086031082,0.0658,0.37485886904230437,0.9615827504907887,0.768769571203975
PairedMean,Speed_Mid_a,central_spectral_entropy,184,0.0723,0.3293172860424281,0.023,0.7562510558519497,0.9364960321831548,0.9558173067017699
PairedMean,Speed_Mid_a,left_temporal_abs_delta,184,0.1055,0.15398333228473518,0.1089,0.14097844168753149,0.6827123403095788,0.4767726808935187
PairedMean,Speed_Mid_a,left_temporal_rel_delta,184,-0.0281,0.7047654338753302,-0.0554,0.4554593317365816,0.9615827504907887,0.812682337020175
PairedMean,Speed_Mid_a,left_temporal_abs_theta,184,0.0568,0.4436357758236891,0.1099,0.1374842021360785,0.9478709112299095,0.4767726808935187
PairedMean,Speed_Mid_a,left_temporal_rel_theta,184,-0.0422,0.5691178376374341,-0.0717,0.3336660995018844,0.9538616253963174,0.7353164960424936
PairedMean,Speed_Mid_a,left_temporal_abs_alpha,184,0.0283,0.7034247410974958,0.1231,0.09599804379585314,0.9615827504907887,0.41674154023610455
PairedMean,Speed_Mid_a,left_temporal_rel_alpha,184,-0.0177,0.8120240645179496,0.0491,0.5078331135568989,0.9670417731911702,0.888707948724573
PairedMean,Speed_Mid_a,left_temporal_abs_beta,184,0.1666,0.02381148071407806,0.1334,0.07097167623279198,0.367123040855056,0.41674154023610455
PairedMean,Speed_Mid_a,left_temporal_rel_beta,184,0.0584,0.43095594897207423,0.0182,0.8059847429692237,0.9478709112299095,0.9600790689119711
PairedMean,Speed_Mid_a,left_temporal_abs_gamma,184,0.1579,0.0323009423936045,0.1484,0.04444206479966009,0.36742321972725117,0.3859850332321092
PairedMean,Speed_Mid_a,left_temporal_rel_gamma,184,0.101,0.17255366842989356,-0.0164,0.825011051701346,0.6827123403095788,0.9600790689119711
PairedMean,Speed_Mid_a,left_temporal_theta_beta_ratio,184,-0.0606,0.4137336875291575,-0.0237,0.7490955482301599,0.9478709112299095,0.9558173067017699
PairedMean,Speed_Mid_a,left_temporal_peak_alpha_freq,184,0.0337,0.6498837447755129,0.0423,0.5688099440720518,0.9538616253963174,0.9425901492324773
PairedMean,Speed_Mid_a,left_temporal_spectral_entropy,184,0.0685,0.35580936315282347,0.025,0.7364146935542069,0.9478709112299095,0.9558173067017699
PairedMean,Speed_Mid_a,right_temporal_abs_delta,184,0.1014,0.17072560216968888,0.1469,0.046657531489595616,0.6827123403095788,0.3859850332321092
PairedMean,Speed_Mid_a,right_temporal_rel_delta,184,0.0126,0.8654689994261091,-0.0407,0.5830450709346564,0.9670417731911702,0.9425901492324773
PairedMean,Speed_Mid_a,right_temporal_abs_theta,184,0.0037,0.9604896806599426,0.1316,0.07493999547248893,0.9763929734638951,0.41674154023610455
PairedMean,Speed_Mid_a,right_temporal_rel_theta,184,-0.0512,0.4899194624211448,-0.1026,0.1658997628051913,0.9534440087863141,0.5032292805090803
PairedMean,Speed_Mid_a,right_temporal_abs_alpha,184,-0.0161,0.828107886299704,0.1147,0.12102350470968004,0.9670417731911702,0.4767726808935187
PairedMean,Speed_Mid_a,right_temporal_rel_alpha,184,-0.0509,0.4924381144280963,0.0095,0.8978813468416165,0.9534440087863141,0.9600790689119711
PairedMean,Speed_Mid_a,right_temporal_abs_beta,184,0.2243,0.0022048917003909814,0.2077,0.004660952777546514,0.10032257236778964,0.14138223425224425
PairedMean,Speed_Mid_a,right_temporal_rel_beta,184,0.0573,0.43995582470129524,0.0176,0.8124221861768057,0.9478709112299095,0.9600790689119711
PairedMean,Speed_Mid_a,right_temporal_abs_gamma,184,0.2066,0.00489755112644784,0.2161,0.003216815866858906,0.1485590508355845,0.14138223425224425
PairedMean,Speed_Mid_a,right_temporal_rel_gamma,184,0.1052,0.15524979740965675,0.0646,0.3838567411054803,0.6827123403095788,0.768769571203975
PairedMean,Speed_Mid_a,right_temporal_theta_beta_ratio,184,-0.076,0.3054850999619126,-0.0445,0.5483792140225967,0.8967465837591627,0.9415567636991754
PairedMean,Speed_Mid_a,right_temporal_peak_alpha_freq,184,-0.0467,0.5289780302887936,0.0068,0.926895028163552,0.9538616253963174,0.9600790689119711
PairedMean,Speed_Mid_a,right_temporal_spectral_entropy,184,0.0352,0.6353020863103818,-0.0119,0.8729195971448063,0.9538616253963174,0.9600790689119711
PairedMean,Speed_Mid_a,occipital_abs_delta,184,0.0655,0.37710275502303237,0.0596,0.4213077100757552,0.9478709112299095,0.7987292003519525
PairedMean,Speed_Mid_a,occipital_rel_delta,184,-0.0022,0.9763929734638951,-0.0691,0.3511316082224928,0.9763929734638951,0.7430924732150429
PairedMean,Speed_Mid_a,occipital_abs_theta,184,0.118,0.11079286888850175,0.0813,0.2724188669977148,0.6827123403095788,0.6886143582442235
PairedMean,Speed_Mid_a,occipital_rel_theta,184,0.0337,0.6494756120935041,-0.0311,0.67483569988902,0.9538616253963174,0.9558173067017699
PairedMean,Speed_Mid_a,occipital_abs_alpha,184,-0.008,0.913907609829018,0.0893,0.22785244218697556,0.9670417731911702,0.6283203708792356
PairedMean,Speed_Mid_a,occipital_rel_alpha,184,-0.0427,0.5653056909042842,0.0059,0.9367021883702954,0.9538616253963174,0.9600790689119711
PairedMean,Speed_Mid_a,occipital_abs_beta,184,0.112,0.1302304095058997,0.1859,0.011525547707883246,0.6827123403095788,0.20976496828347507
PairedMean,Speed_Mid_a,occipital_rel_beta,184,0.0445,0.5485465418262223,0.0271,0.7154517373302384,0.9538616253963174,0.9558173067017699
PairedMean,Speed_Mid_a,occipital_abs_gamma,184,0.0362,0.6252812862360398,0.1704,0.020740454033966862,0.9538616253963174,0.2696259024415692
PairedMean,Speed_Mid_a,occipital_rel_gamma,184,0.0409,0.5810453558179789,0.0297,0.6890676966654523,0.9538616253963174,0.9558173067017699
PairedMean,Speed_Mid_a,occipital_theta_beta_ratio,184,0.0125,0.8666080143132487,-0.0421,0.5705712387457283,0.9670417731911702,0.9425901492324773
PairedMean,Speed_Mid_a,occipital_peak_alpha_freq,184,0.0763,0.30314252502436423,0.0744,0.31558527415975884,0.8967465837591627,0.7353164960424936
PairedMean,Speed_Mid_a,occipital_spectral_entropy,184,0.0289,0.6966796999268887,-0.0338,0.6484367885017033,0.9615827504907887,0.9558173067017699
PairedMean,Speed_Mid_a,prefrontal_abs_delta,184,0.1503,0.04171536988327126,0.0278,0.7075572880738334,0.42178873993085386,0.9558173067017699
PairedMean,Speed_Mid_a,prefrontal_rel_delta,184,-0.0203,0.7841047168555464,-0.0748,0.31277707648359604,0.9670417731911702,0.7353164960424936
PairedMean,Speed_Mid_a,prefrontal_abs_theta,184,0.1042,0.1593948137023785,0.094,0.20422360407449683,0.6827123403095788,0.5994950958315874
PairedMean,Speed_Mid_a,prefrontal_rel_theta,184,-0.0046,0.9506443294075785,-0.0094,0.8996068351194367,0.9763929734638951,0.9600790689119711
PairedMean,Speed_Mid_a,prefrontal_abs_alpha,184,0.0025,0.9732841616598413,0.1271,0.08545904632555168,0.9763929734638951,0.41674154023610455
PairedMean,Speed_Mid_a,prefrontal_rel_alpha,184,0.0085,0.9091622391823463,0.0728,0.3257929463459256,0.9670417731911702,0.7353164960424936
PairedMean,Speed_Mid_a,prefrontal_abs_beta,184,0.0818,0.2694533965599845,0.1362,0.0652988919727235,0.8967465837591627,0.41674154023610455
PairedMean,Speed_Mid_a,prefrontal_rel_beta,184,-0.0101,0.8920574999319455,0.0088,0.9053618173869222,0.9670417731911702,0.9600790689119711
PairedMean,Speed_Mid_a,prefrontal_abs_gamma,184,0.0918,0.2153558053790666,0.1335,0.07083200078039971,0.7838951315798023,0.41674154023610455
PairedMean,Speed_Mid_a,prefrontal_rel_gamma,184,0.0513,0.48883047561672494,-0.0047,0.9495287494733781,0.9534440087863141,0.9600790689119711
PairedMean,Speed_Mid_a,prefrontal_theta_beta_ratio,184,0.014,0.8507188082576563,0.0033,0.9647471487339875,0.9670417731911702,0.9647471487339875
PairedMean,Speed_Mid_a,prefrontal_peak_alpha_freq,184,-0.1069,0.1487978785146833,-0.0379,0.6095583866923024,0.6827123403095788,0.9558173067017699
PairedMean,Speed_Mid_a,prefrontal_spectral_entropy,184,0.0339,0.6477210788604817,0.0787,0.2884410404349424,0.9538616253963174,0.7094090453940475
PairedMean,Speed_Mid_v,frontal_abs_delta,184,0.084,0.2566643737421342,0.1473,0.04597220622478169,0.5766281418604895,0.24608651567383139
PairedMean,Speed_Mid_v,frontal_rel_delta,184,0.0335,0.6518467047157221,0.0307,0.6789774531396819,0.8723242666048634,0.9126823002015253
PairedMean,Speed_Mid_v,frontal_abs_theta,184,0.076,0.3048855464211853,0.1187,0.1086774237536622,0.6165463272072859,0.28863837486265603
PairedMean,Speed_Mid_v,frontal_rel_theta,184,0.0354,0.6334035855779595,0.0389,0.6002617429933241,0.8723242666048634,0.8954724362687295
PairedMean,Speed_Mid_v,frontal_abs_alpha,184,0.0601,0.41781550349943847,0.0469,0.5270260380748824,0.717381336197149,0.8087508863286342
PairedMean,Speed_Mid_v,frontal_rel_alpha,184,0.0268,0.717654918197636,-0.0181,0.8070902639976286,0.8912982412555108,0.9812847081937036
PairedMean,Speed_Mid_v,frontal_abs_beta,184,-0.0392,0.597482609638203,-0.0903,0.22260988827653846,0.8543740151639503,0.4442323253566878
PairedMean,Speed_Mid_v,frontal_rel_beta,184,-0.1635,0.026610806405176823,-0.1862,0.011369979182571764,0.17297024163364935,0.09544030337872159
PairedMean,Speed_Mid_v,frontal_abs_gamma,184,-0.0315,0.6707810569996889,-0.0221,0.76596268925589,0.87889982327376,0.9806135505993079
PairedMean,Speed_Mid_v,frontal_rel_gamma,184,-0.1033,0.16280287322682457,-0.1045,0.15815719184807372,0.43786233887939946,0.3426739156708264
PairedMean,Speed_Mid_v,frontal_theta_beta_ratio,184,0.1525,0.03872482593308623,0.1739,0.018256308932825697,0.18749735954307895,0.11866600806336702
PairedMean,Speed_Mid_v,frontal_peak_alpha_freq,184,0.0001,0.9994073491497981,0.0028,0.9699596422832482,0.9994073491497981,0.98612691956387
PairedMean,Speed_Mid_v,frontal_spectral_entropy,184,-0.1262,0.08774795408184505,-0.1372,0.06329626566314232,0.31940255285791597,0.26115006362608706
PairedMean,Speed_Mid_v,posterior_abs_delta,184,0.1522,0.03914780034415934,0.1879,0.01062442713970505,0.18749735954307895,0.09544030337872159
PairedMean,Speed_Mid_v,posterior_rel_delta,184,0.0517,0.4860871581201022,0.0053,0.9426282604358858,0.7898916319451661,0.9859674908007541
PairedMean,Speed_Mid_v,posterior_abs_theta,184,0.0425,0.5665387722727354,0.1484,0.044336012555609386,0.8543740151639503,0.24608651567383139
PairedMean,Speed_Mid_v,posterior_rel_theta,184,0.0277,0.7090214875940244,-0.0013,0.98612691956387,0.8912982412555108,0.98612691956387
PairedMean,Speed_Mid_v,posterior_abs_alpha,184,0.0824,0.2661402221899091,0.0826,0.2652368608232724,0.5766281418604895,0.5028448819774539
PairedMean,Speed_Mid_v,posterior_rel_alpha,184,0.0186,0.8023127727176182,0.0157,0.8323146859543024,0.8918417173552902,0.9812847081937036
PairedMean,Speed_Mid_v,posterior_abs_beta,184,-0.0242,0.7443809487408662,-0.0098,0.8948628991097776,0.8912982412555108,0.9819481928270923
PairedMean,Speed_Mid_v,posterior_rel_beta,184,-0.185,0.01193486503457367,-0.1866,0.011220531143131417,0.12067474646068933,0.09544030337872159
PairedMean,Speed_Mid_v,posterior_abs_gamma,184,-0.0246,0.7407987716625436,-0.0462,0.5332423426342643,0.8912982412555108,0.8087508863286342
PairedMean,Speed_Mid_v,posterior_rel_gamma,184,-0.1474,0.045898300647523926,-0.199,0.0067530451248515744,0.1879033819381597,0.09544030337872159
PairedMean,Speed_Mid_v,posterior_theta_beta_ratio,184,0.1463,0.04749206356678761,0.1302,0.07821040404607778,0.1879033819381597,0.2661263156039007
PairedMean,Speed_Mid_v,posterior_peak_alpha_freq,184,-0.0245,0.7410215043740845,0.0072,0.9230628248323154,0.8912982412555108,0.9819481928270923
PairedMean,Speed_Mid_v,posterior_spectral_entropy,184,-0.1536,0.037329030952923704,-0.189,0.01019134516952942,0.18749735954307895,0.09544030337872159
PairedMean,Speed_Mid_v,central_abs_delta,184,0.0904,0.2220624908744579,0.1048,0.15694214760956388,0.5317812281467281,0.3426739156708264
PairedMean,Speed_Mid_v,central_rel_delta,184,0.0486,0.5122117156463969,0.0171,0.8180249551391225,0.8092246046151474,0.9812847081937036
PairedMean,Speed_Mid_v,central_abs_theta,184,0.086,0.24579670314029628,0.1131,0.1262381877714027,0.5735256406606913,0.3176877975143002
PairedMean,Speed_Mid_v,central_rel_theta,184,0.1027,0.16521726958748553,0.1222,0.09852936231394625,0.43786233887939946,0.2838634055085979
PairedMean,Speed_Mid_v,central_abs_alpha,184,0.0298,0.6878340147592389,0.0197,0.7911686836876075,0.8815900752547992,0.9812847081937036
PairedMean,Speed_Mid_v,central_rel_alpha,184,0.016,0.8297008205412476,-0.0144,0.8466189349565512,0.9004879188753114,0.9812847081937036
PairedMean,Speed_Mid_v,central_abs_beta,184,-0.0908,0.22007336399813257,-0.1072,0.14747323317414407,0.5317812281467281,0.3426739156708264
PairedMean,Speed_Mid_v,central_rel_beta,184,-0.196,0.007671328662301073,-0.2207,0.002609904997661746,0.0872613635336747,0.09544030337872159
PairedMean,Speed_Mid_v,central_abs_gamma,184,-0.104,0.16013985548623597,-0.1556,0.03493132365560173,0.43786233887939946,0.21191669684398384
PairedMean,Speed_Mid_v,central_rel_gamma,184,-0.1805,0.01420636612788586,-0.1836,0.01258553451147977,0.12927793176376132,0.09544030337872159
PairedMean,Speed_Mid_v,central_theta_beta_ratio,184,0.2463,0.0007490612401967953,0.2257,0.0020661733089417716,0.04729630385602547,0.09544030337872159
PairedMean,Speed_Mid_v,central_peak_alpha_freq,184,-0.0134,0.8570554331581823,-0.0317,0.6690292365188228,0.917553463734054,0.9126823002015253
PairedMean,Speed_Mid_v,central_spectral_entropy,184,-0.1716,0.01987588255838256,-0.1996,0.006585057010165302,0.16442775571025572,0.09544030337872159
PairedMean,Speed_Mid_v,left_temporal_abs_delta,184,-0.0158,0.8312196174233645,0.0042,0.9545722285632132,0.9004879188753114,0.98612691956387
PairedMean,Speed_Mid_v,left_temporal_rel_delta,184,0.0041,0.9559043925484219,0.0067,0.9279949954190103,0.9773853901337797,0.9819481928270923
PairedMean,Speed_Mid_v,left_temporal_abs_theta,184,0.0706,0.3411510209211152,0.0665,0.36961907057301746,0.6335661817106426,0.6468333735027806
PairedMean,Speed_Mid_v,left_temporal_rel_theta,184,0.1483,0.04458062853558493,0.1188,0.10835410811662674,0.1879033819381597,0.28863837486265603
PairedMean,Speed_Mid_v,left_temporal_abs_alpha,184,0.0342,0.6446768264867859,0.0118,0.8734512237768131,0.8723242666048634,0.9812847081937036
PairedMean,Speed_Mid_v,left_temporal_rel_alpha,184,0.0482,0.5157695282162478,0.0131,0.8596276448048313,0.8092246046151474,0.9812847081937036
PairedMean,Speed_Mid_v,left_temporal_abs_beta,184,-0.0817,0.2699435215732099,-0.0969,0.19087432771798218,0.5766281418604895,0.3947628141440086
PairedMean,Speed_Mid_v,left_temporal_rel_beta,184,-0.1575,0.03273921038873892,-0.1281,0.08298992396582647,0.18749735954307895,0.2678200206769163
PairedMean,Speed_Mid_v,left_temporal_abs_gamma,184,-0.1184,0.10957657332213798,-0.1272,0.08534923735857772,0.35738918485598015,0.2678200206769163
PairedMean,Speed_Mid_v,left_temporal_rel_gamma,184,-0.2025,0.005841761628779299,-0.0978,0.18661873592989017,0.07594290117413088,0.3947628141440086
PairedMean,Speed_Mid_v,left_temporal_theta_beta_ratio,184,0.2102,0.00418352847433804,0.1317,0.07482404947348406,0.07487249875584566,0.2661263156039007
PairedMean,Speed_Mid_v,left_temporal_peak_alpha_freq,184,-0.0107,0.8851744780367826,-0.0018,0.9808708859660022,0.925872155187899,0.98612691956387
PairedMean,Speed_Mid_v,left_temporal_spectral_entropy,184,-0.1169,0.1138932567123453,-0.1394,0.059080118336668826,0.35738918485598015,0.26115006362608706
PairedMean,Speed_Mid_v,right_temporal_abs_delta,184,0.0803,0.27880921144902787,0.09,0.22455699963085315,0.5766281418604895,0.4442323253566878
PairedMean,Speed_Mid_v,right_temporal_rel_delta,184,0.0684,0.35620770821684233,0.0313,0.6732234306328482,0.6355863028967187,0.9126823002015253
PairedMean,Speed_Mid_v,right_temporal_abs_theta,184,0.1171,0.11339564694301237,0.0862,0.24449279813915384,0.35738918485598015,0.47337967299282974
PairedMean,Speed_Mid_v,right_temporal_rel_theta,184,0.1218,0.09948759766670583,0.0681,0.3581313989151733,0.3482065918334704,0.6390187706133484
PairedMean,Speed_Mid_v,right_temporal_abs_alpha,184,0.0726,0.32712397251997327,0.0211,0.7758700620126392,0.6201725312357826,0.9806135505993079
PairedMean,Speed_Mid_v,right_temporal_rel_alpha,184,0.0391,0.5982057485381282,0.0075,0.9194611623714405,0.8543740151639503,0.9819481928270923
PairedMean,Speed_Mid_v,right_temporal_abs_beta,184,-0.0737,0.31999831837495896,-0.0794,0.2841870696179489,0.6201725312357826,0.5277759864333337
PairedMean,Speed_Mid_v,right_temporal_rel_beta,184,-0.2256,0.002078958411253867,-0.1455,0.048761834816114506,0.04729630385602547,0.24651816490369002
PairedMean,Speed_Mid_v,right_temporal_abs_gamma,184,-0.1024,0.16679883750345595,-0.1239,0.09393515110727017,0.43786233887939946,0.2838634055085979
PairedMean,Speed_Mid_v,right_temporal_rel_gamma,184,-0.2064,0.0049366482696161975,-0.1382,0.06143189717030728,0.07487249875584566,0.26115006362608706
PairedMean,Speed_Mid_v,right_temporal_theta_beta_ratio,184,0.2257,0.0020668009719714046,0.1309,0.07662668376876844,0.04729630385602547,0.2661263156039007
PairedMean,Speed_Mid_v,right_temporal_peak_alpha_freq,184,0.0185,0.8036375914630087,0.022,0.7663999313388358,0.8918417173552902,0.9806135505993079
PairedMean,Speed_Mid_v,right_temporal_spectral_entropy,184,-0.2321,0.0015258316193811302,-0.1845,0.012148385446964149,0.04729630385602547,0.09544030337872159
PairedMean,Speed_Mid_v,occipital_abs_delta,184,0.0616,0.4058206635529794,0.1113,0.13266083852245503,0.710186161217714,0.3176877975143002
PairedMean,Speed_Mid_v,occipital_rel_delta,184,0.0124,0.867181596728645,-0.0346,0.6412431399585482,0.917599131422171,0.9117675896285606
PairedMean,Speed_Mid_v,occipital_abs_theta,184,0.0443,0.5508797512660478,0.1179,0.11101475956256002,0.8496619892408533,0.28863837486265603
PairedMean,Speed_Mid_v,occipital_rel_theta,184,0.0388,0.6008784282471739,-0.0087,0.9070481522439977,0.8543740151639503,0.9819481928270923
PairedMean,Speed_Mid_v,occipital_abs_alpha,184,0.094,0.20448571489658557,0.0585,0.4304709251664579,0.5168944459885914,0.7254232257434754
PairedMean,Speed_Mid_v,occipital_rel_alpha,184,0.0396,0.593123137631128,0.0359,0.6281722769910827,0.8543740151639503,0.9073599556537861
PairedMean,Speed_Mid_v,occipital_abs_beta,184,-0.0206,0.7811685342287965,-0.052,0.48347458766524776,0.8918417173552902,0.7718629382024131
PairedMean,Speed_Mid_v,occipital_rel_beta,184,-0.1551,0.03550909168048773,-0.1789,0.01510959712841041,0.18749735954307895,0.10576717989887287
PairedMean,Speed_Mid_v,occipital_abs_gamma,184,0.0011,0.9879012566408649,-0.1217,0.09982009864038607,0.9988779372702078,0.2838634055085979
PairedMean,Speed_Mid_v,occipital_rel_gamma,184,-0.0809,0.27478699197111056,-0.2041,0.005457859962033167,0.5766281418604895,0.09544030337872159
PairedMean,Speed_Mid_v,occipital_theta_beta_ratio,184,0.148,0.04495483003569944,0.1115,0.13183951098126873,0.1879033819381597,0.3176877975143002
PairedMean,Speed_Mid_v,occipital_peak_alpha_freq,184,0.0228,0.7586049392785217,0.0575,0.4384663298087038,0.8918417173552902,0.7254624729562191
PairedMean,Speed_Mid_v,occipital_spectral_entropy,184,-0.1639,0.026237440485251978,-0.1929,0.008690973851619465,0.17297024163364935,0.09544030337872159
PairedMean,Speed_Mid_v,prefrontal_abs_delta,184,0.0695,0.3487499137544888,0.1045,0.15811092225051632,0.6347248430331696,0.3426739156708264
PairedMean,Speed_Mid_v,prefrontal_rel_delta,184,0.0196,0.7914729709779698,0.0368,0.6201938940926945,0.8918417173552902,0.9073599556537861
PairedMean,Speed_Mid_v,prefrontal_abs_theta,184,0.102,0.1684085918766921,0.1359,0.06590426666641981,0.43786233887939946,0.26115006362608706
PairedMean,Speed_Mid_v,prefrontal_rel_theta,184,0.0732,0.32315501026049626,0.0304,0.6820043561945464,0.6201725312357826,0.9126823002015253
PairedMean,Speed_Mid_v,prefrontal_abs_alpha,184,0.0521,0.48210894155995865,0.0652,0.3793941772943098,0.7898916319451661,0.6514126440336262
PairedMean,Speed_Mid_v,prefrontal_rel_alpha,184,0.031,0.6760767871336616,0.0155,0.8349686243944957,0.87889982327376,0.9812847081937036
PairedMean,Speed_Mid_v,prefrontal_abs_beta,184,-0.0356,0.6309953103616773,-0.0499,0.5011918349594653,0.8723242666048634,0.7863527065743335
PairedMean,Speed_Mid_v,prefrontal_rel_beta,184,-0.1282,0.08297642891892348,-0.1358,0.06600496113626377,0.3146189596509182,0.26115006362608706
PairedMean,Speed_Mid_v,prefrontal_abs_gamma,184,-0.0212,0.7756168395097431,-0.012,0.8715090183828346,0.8918417173552902,0.9812847081937036
PairedMean,Speed_Mid_v,prefrontal_rel_gamma,184,-0.1039,0.16036699203930974,-0.0534,0.47141531445551255,0.43786233887939946,0.7660498859902078
PairedMean,Speed_Mid_v,prefrontal_theta_beta_ratio,184,0.1687,0.022059606202395502,0.1298,0.07896055517917933,0.16728534703483255,0.2661263156039007
PairedMean,Speed_Mid_v,prefrontal_peak_alpha_freq,184,0.005,0.9459734325867749,0.0221,0.7656536533395979,0.9773853901337797,0.9806135505993079
PairedMean,Speed_Mid_v,prefrontal_spectral_entropy,184,-0.0565,0.44598638241292354,-0.0688,0.3535993964158426,0.7515696444365934,0.6390187706133484
GrandMean,a,frontal_abs_delta,184,-0.0069,0.9261244576847829,0.0317,0.6690763372200524,0.9895000343540306,0.8399466253020921
GrandMean,a,frontal_rel_delta,184,-0.0793,0.28487069978378554,-0.0854,0.24882468593343207,0.6959205821805168,0.6151545302794847
GrandMean,a,frontal_abs_theta,184,0.1124,0.12876713484354696,0.0976,0.187465993949817,0.5627979610290772,0.6151545302794847
GrandMean,a,frontal_rel_theta,184,0.0833,0.2609774966191246,-0.0206,0.7815848331878851,0.678541491209724,0.9003065800012346
GrandMean,a,frontal_abs_alpha,184,0.0167,0.8224071858712783,0.0814,0.27202023193944547,0.9895000343540306,0.6151545302794847
GrandMean,a,frontal_rel_alpha,184,0.0048,0.9489506431380644,0.0234,0.7526410994951139,0.9895000343540306,0.8812106349732758
GrandMean,a,frontal_abs_beta,184,0.15,0.042160586048635824,0.1408,0.056560164308804416,0.383661333042586,0.3582262249024577
GrandMean,a,frontal_rel_beta,184,0.0485,0.5129041346187089,0.0478,0.5192443753430587,0.8908277882712285,0.7621167444551344
GrandMean,a,frontal_abs_gamma,184,0.2067,0.004876506326257333,0.2071,0.004785914950141234,0.10525271544475101,0.08710365209257047
GrandMean,a,frontal_rel_gamma,184,0.1115,0.1318277950491652,0.07,0.3452159347724667,0.5627979610290772,0.6282930012858894
GrandMean,a,frontal_theta_beta_ratio,184,0.0068,0.9273400003320178,-0.0326,0.6599842747642164,0.9895000343540306,0.8399466253020921
GrandMean,a,frontal_peak_alpha_freq,184,-0.0155,0.8343216355412048,0.0003,0.9970140596206609,0.9895000343540306,0.9970140596206609
GrandMean,a,frontal_spectral_entropy,184,0.0758,0.3066402211746673,0.0975,0.18800901362971256,0.6959205821805168,0.6151545302794847
GrandMean,a,posterior_abs_delta,184,-0.0168,0.8214431414771769,0.076,0.30493378654601405,0.9895000343540306,0.6217016184095084
GrandMean,a,posterior_rel_delta,184,-0.0876,0.23695277723457597,-0.097,0.19000698861582985,0.6739170351821303,0.6151545302794847
GrandMean,a,posterior_abs_theta,184,0.1086,0.14224563850185468,0.1394,0.05904827883007544,0.5627979610290772,0.3582262249024577
GrandMean,a,posterior_rel_theta,184,0.0952,0.19878062311355824,0.0101,0.8913740615916818,0.6711147089217021,0.9495708464004697
GrandMean,a,posterior_abs_alpha,184,-0.0021,0.9777636714592196,0.0876,0.23696903712656534,0.9895000343540306,0.6151545302794847
GrandMean,a,posterior_rel_alpha,184,-0.0058,0.937641598228917,0.0076,0.918266313002652,0.9895000343540306,0.9495708464004697
GrandMean,a,posterior_abs_beta,184,0.1436,0.05184312177818499,0.187,0.01100799630054025,0.395013410850783,0.14310395190702324
GrandMean,a,posterior_rel_beta,184,0.0625,0.3995670893725505,0.0344,0.6429174633935105,0.8080134473978242,0.8399466253020921
GrandMean,a,posterior_abs_gamma,184,0.0735,0.32119411485254623,0.2136,0.0035953628310458124,0.6959205821805168,0.08179450440629223
GrandMean,a,posterior_rel_gamma,184,0.004,0.9567978014679132,-0.0153,0.837137730353654,0.9895000343540306,0.9308134500287994
